"","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","CODINFOR","P300A","P301A","P207","P507","P513T","P524A1","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"1","50099811110101441",5009,98,11,1,10101,4,4,1,4,6,1,3,30,125,2,2,2,2,2,2
"2","50099811210101442",5009,98,11,2,10101,4,4,2,4,6,2,4,60,900,2,2,2,2,2,2
"3","50099811310101443",5009,98,11,3,10101,4,4,3,4,6,2,4,42,600,1,2,2,2,2,2
"4","500912611110101441",5009,126,11,1,10101,4,4,1,4,6,1,4,40,4518,2,2,2,2,2,2
"5","5030511210201742",5030,5,11,2,10201,7,4,2,4,5,2,4,77,250,2,2,2,2,2,2
"6","50301211110201741",5030,12,11,1,10201,7,4,1,4,3,1,4,43,125,2,2,2,2,2,2
"7","50491911310701742",5049,19,11,3,10701,7,4,2,4,6,1,4,24,250,2,2,2,2,2,2
"8","5079111110401781",5079,1,11,1,10401,7,8,1,4,3,1,4,35,600,2,2,2,2,2,2
"9","50793311110401781",5079,33,11,1,10401,7,8,1,4,6,1,4,84,2000,2,2,2,2,2,2
"10","51027511110701771",5102,75,11,1,10701,7,7,1,4,3,1,4,48,450,2,2,2,2,2,2
"11","51027511310701773",5102,75,11,3,10701,7,7,3,4,8,1,4,48,180,2,2,2,2,2,2
"12","51382511210513472",5138,25,11,2,10513,4,7,2,4,4,2,4,18,200,2,2,2,2,2,2
"13","513811111110513471",5138,111,11,1,10513,4,7,1,4,10,1,3,20,2500,2,2,2,2,2,2
"14","513812011810513478",5138,120,11,8,10513,4,7,8,4,3,1,4,46,150,2,2,2,2,2,2
"15","5186511121801221",5186,5,11,1,21801,2,2,1,4,10,1,4,40,400,2,2,2,2,2,2
"16","51862811221801222",5186,28,11,2,21801,2,2,2,4,6,2,6,48,60,2,2,2,2,2,2
"17","51862811321801223",5186,28,11,3,21801,2,2,3,4,5,1,4,30,120,2,2,2,2,2,2
"18","51866212121801221",5186,62,12,1,21801,2,2,1,4,8,2,3,38,2150,2,2,2,2,2,2
"19","51866212221801222",5186,62,12,2,21801,2,2,2,4,10,1,3,20,1130,2,2,2,2,2,2
"20","51866222121801221",5186,62,22,1,21801,2,2,1,4,6,2,3,40,1700,2,2,2,2,2,2
"21","51867311621801226",5186,73,11,6,21801,2,2,6,4,6,2,3,42,150,2,2,2,2,2,2
"22","52124911121809221",5212,49,11,1,21809,2,2,1,4,6,1,4,70,1750,2,2,2,2,2,2
"23","521210111121809221",5212,101,11,1,21809,2,2,1,4,7,2,4,48,680,2,2,2,2,2,2
"24","521210111221809222",5212,101,11,2,21809,2,2,2,4,10,1,3,46,1400,2,2,2,2,2,2
"25","521211311321809223",5212,113,11,3,21809,2,2,3,4,9,2,3,15,2000,2,2,2,2,2,2
"26","52351011121501561",5235,10,11,1,21501,5,6,1,4,3,1,4,48,400,2,2,2,2,2,2
"27","52354911221501562",5235,49,11,2,21501,5,6,2,4,3,2,4,42,550,2,2,2,2,2,2
"28","52354911721501567",5235,49,11,7,21501,5,6,7,4,5,2,4,36,570,2,2,2,2,2,2
"29","52356211221501562",5235,62,11,2,21501,5,6,2,4,10,1,3,40,2000,2,2,2,2,2,2
"30","52441111320105533",5244,11,11,3,20105,5,3,3,4,10,2,3,0,1720,2,2,2,2,2,2
"31","52442511120105531",5244,25,11,1,20105,5,3,1,4,4,1,3,45,1500,2,2,2,2,2,2
"32","52442511320105533",5244,25,11,3,20105,5,3,3,4,8,1,3,23,2288,2,2,2,2,2,2
"33","52443911120105531",5244,39,11,1,20105,5,3,1,1,4,1,4,48,3500,2,2,2,2,2,2
"34","52573611120101531",5257,36,11,1,20101,5,3,1,4,9,1,3,0,2000,2,2,2,2,2,2
"35","52573611220101532",5257,36,11,2,20101,5,3,2,4,9,2,3,0,1050,2,2,2,2,2,2
"36","52576911120101531",5257,69,11,1,20101,5,3,1,4,10,1,3,0,2000,2,2,2,2,2,2
"37","52576911220101532",5257,69,11,2,20101,5,3,2,4,10,2,3,43,3300,2,2,2,2,2,2
"38","52576911420101534",5257,69,11,4,20101,5,3,4,4,10,1,3,60,3130,2,2,2,2,2,2
"39","52577911220101532",5257,79,11,2,20101,5,3,2,1,6,1,3,48,550,2,2,2,2,2,2
"40","54802811140104611",5480,28,11,1,40104,6,1,1,1,5,1,4,45,1000,2,2,2,2,2,2
"41","5511711240103612",5511,7,11,2,40103,6,1,2,4,8,1,3,10,900,2,2,2,2,2,2
"42","5511711340103613",5511,7,11,3,40103,6,1,3,4,7,1,4,48,996,2,2,2,2,2,2
"43","5511711440103614",5511,7,11,4,40103,6,1,4,4,6,1,4,14,120,2,2,2,2,2,2
"44","55118911240103612",5511,89,11,2,40103,6,1,2,1,6,2,4,24,180,2,2,2,2,2,2
"45","551112211340103613",5511,122,11,3,40103,6,1,3,4,6,1,4,49,420,2,2,2,2,2,2
"46","551112211440103614",5511,122,11,4,40103,6,1,4,4,6,1,4,14,75,2,2,2,2,2,2
"47","55181822240102611",5518,18,22,2,40102,6,1,1,4,6,1,4,96,1700,2,2,2,2,2,2
"48","55185211140102611",5518,52,11,1,40102,6,1,1,4,8,2,3,36,2300,2,2,2,2,2,2
"49","55188411340102613",5518,84,11,3,40102,6,1,3,4,6,1,3,58,210,2,2,2,2,2,2
"50","551810011340102613",5518,100,11,3,40102,6,1,3,4,10,2,3,87,950,2,2,2,2,2,2
"51","551811811240102612",5518,118,11,2,40102,6,1,2,4,8,2,3,18,900,2,2,2,2,2,2
"52","551811811440102614",5518,118,11,4,40102,6,1,4,2,4,2,6,63,1500,2,2,2,2,2,2
"53","555914011140129612",5559,140,11,1,40129,6,1,2,4,11,1,3,46,4800,2,2,2,2,2,2
"54","555914011240129612",5559,140,11,2,40129,6,1,2,4,11,2,3,45,3000,2,2,2,2,2,2
"55","555917111140129611",5559,171,11,1,40129,6,1,1,4,10,2,3,48,930,2,2,2,2,2,2
"56","555917111240129611",5559,171,11,2,40129,6,1,1,4,9,1,4,0,2800,2,2,2,2,2,2
"57","555920211140129611",5559,202,11,1,40129,6,1,1,4,10,1,3,40,4100,2,2,2,2,2,2
"58","555920211240129612",5559,202,11,2,40129,6,1,2,4,11,2,3,40,6000,2,2,2,2,2,2
"59","555923211140129611",5559,232,11,1,40129,6,1,1,4,11,1,3,0,6000,2,2,2,2,2,2
"60","555923211240129612",5559,232,11,2,40129,6,1,2,4,11,2,3,0,6000,2,2,2,2,2,2
"61","555923211340129613",5559,232,11,3,40129,6,1,3,4,9,1,3,30,930,2,2,2,2,2,2
"62","55701011240122612",5570,10,11,2,40122,6,1,2,4,6,1,3,0,1400,2,2,2,2,2,2
"63","55911811140413351",5591,18,11,1,40413,3,5,1,1,6,1,4,48,362,2,2,2,2,2,2
"64","559110011340413353",5591,100,11,3,40413,3,5,3,4,6,1,4,45,420,2,2,2,2,2,2
"65","559110011540413355",5591,100,11,5,40413,3,5,5,4,6,2,4,24,180,2,2,2,2,2,2
"66","559110011740413357",5591,100,11,7,40413,3,5,7,4,5,1,4,24,180,2,2,2,2,2,2
"67","56391511140704351",5639,15,11,1,40704,3,5,1,4,6,1,3,0,650,2,2,2,2,2,2
"68","56395411440704353",5639,54,11,4,40704,3,5,3,4,6,1,3,72,1200,2,2,2,2,2,2
"69","56396511440704354",5639,65,11,4,40704,3,5,4,4,6,1,3,48,1000,2,2,2,2,2,2
"70","56794611240108382",5679,46,11,2,40108,3,8,2,4,6,2,4,56,500,2,2,2,2,2,2
"71","56794611340108383",5679,46,11,3,40108,3,8,3,4,5,1,4,10,60,2,2,2,2,2,2
"72","567911611140108381",5679,116,11,1,40108,3,8,1,1,4,1,4,7,1121,2,2,2,2,2,2
"73","567911611340108383",5679,116,11,3,40108,3,8,3,4,8,2,3,6,400,2,2,2,2,2,2
"74","567912011240108382",5679,120,11,2,40108,3,8,2,1,4,2,4,48,1080,2,2,2,2,2,2
"75","567912011340108383",5679,120,11,3,40108,3,8,3,4,7,1,4,32,300,2,2,2,2,2,2
"76","567912011440108384",5679,120,11,4,40108,3,8,4,4,5,1,4,8,70,2,2,2,2,2,2
"77","5692711350101523",5692,7,11,3,50101,5,2,3,4,7,2,3,42,500,2,2,2,2,2,2
"78","56922311150101521",5692,23,11,1,50101,5,2,1,4,5,1,4,50,350,2,2,2,2,2,2
"79","56922311250101522",5692,23,11,2,50101,5,2,2,4,7,2,6,30,600,2,2,2,2,2,2
"80","56925311150101521",5692,53,11,1,50101,5,2,1,1,5,1,4,45,400,2,2,2,2,2,2
"81","56925311350101523",5692,53,11,3,50101,5,2,3,4,5,1,4,18,90,2,2,2,2,2,2
"82","56928011450101524",5692,80,11,4,50101,5,2,4,4,9,2,4,12,450,2,2,2,2,2,2
"83","56929711150101521",5692,97,11,1,50101,5,2,1,1,10,1,3,16,2700,2,2,2,2,2,2
"84","57785311250509772",5778,53,11,2,50509,7,7,2,1,6,2,4,19,90,2,2,2,2,2,2
"85","57785311350509772",5778,53,11,3,50509,7,7,2,4,5,2,4,19,75,2,2,2,2,2,2
"86","57785611250509772",5778,56,11,2,50509,7,7,2,4,5,1,4,35,120,2,2,2,2,2,2
"87","57785611350509771",5778,56,11,3,50509,7,7,1,4,5,2,4,32,120,2,2,2,2,2,2
"88","577813711250509772",5778,137,11,2,50509,7,7,2,1,5,2,4,43,240,2,2,2,2,2,2
"89","58605111160101421",5860,51,11,1,60101,4,2,1,4,11,1,3,0,2873,2,2,2,2,2,2
"90","58605111260101422",5860,51,11,2,60101,4,2,2,4,11,2,3,40,2000,2,2,2,2,2,2
"91","58605111360101423",5860,51,11,3,60101,4,2,3,4,10,1,3,32,3000,2,2,2,2,2,2
"92","5893611260401452",5893,6,11,2,60401,4,5,2,4,8,2,3,48,2300,2,2,2,2,2,2
"93","5893611460401454",5893,6,11,4,60401,4,5,4,4,10,2,3,48,4800,2,2,2,2,2,2
"94","58932711160401451",5893,27,11,1,60401,4,5,1,4,6,1,4,48,180,2,2,2,2,2,2
"95","58935111260401452",5893,51,11,2,60401,4,5,2,4,9,2,3,48,1500,2,2,2,2,2,2
"96","58937111260401452",5893,71,11,2,60401,4,5,2,4,5,2,3,49,300,2,2,2,2,2,2
"97","594012911361308473",5940,129,11,3,61308,4,7,3,4,5,1,4,32,100,2,2,2,2,2,2
"98","594024311361308473",5940,243,11,3,61308,4,7,3,4,5,1,3,62,50,2,2,2,2,2,2
"99","59442611160411471",5944,26,11,1,60411,4,7,1,4,4,1,4,24,75,2,2,2,2,2,2
"100","59442711160411471",5944,27,11,1,60411,4,7,1,4,4,1,4,48,120,2,2,2,2,2,2
"101","59442711260411472",5944,27,11,2,60411,4,7,2,4,4,2,4,18,60,2,2,2,2,2,2
"102","59527511360405783",5952,75,11,3,60405,7,8,3,4,3,1,4,48,150,2,2,2,2,2,2
"103","59786411261104472",5978,64,11,2,61104,4,7,2,4,4,2,4,14,60,2,2,2,2,2,2
"104","59786411461104474",5978,64,11,4,61104,4,7,4,4,5,1,4,7,130,2,2,2,2,2,2
"105","60264311170106811",6026,43,11,1,70106,8,1,1,1,8,1,3,0,1500,2,2,2,2,2,2
"106","60267011270106812",6026,70,11,2,70106,8,1,2,4,8,2,4,40,400,2,2,2,2,2,2
"107","60268411170106811",6026,84,11,1,70106,8,1,1,4,6,1,4,10,1300,2,2,2,2,2,2
"108","60268411270106811",6026,84,11,2,70106,8,1,1,4,5,2,3,36,600,2,2,2,2,2,2
"109","60268411370106811",6026,84,11,3,70106,8,1,1,4,5,2,4,18,60,2,2,2,2,2,2
"110","60325711270106812",6032,57,11,2,70106,8,1,2,4,6,2,3,70,950,2,2,2,2,2,2
"111","60328711170106812",6032,87,11,1,70106,8,1,2,4,6,1,4,60,300,2,2,2,2,2,2
"112","603210211170106811",6032,102,11,1,70106,8,1,1,1,8,1,4,36,90,2,2,2,2,2,2
"113","603210211370106811",6032,102,11,3,70106,8,1,1,1,4,1,4,24,90,2,2,2,2,2,2
"114","60923511170102811",6092,35,11,1,70102,8,1,1,4,8,1,3,48,800,2,2,2,2,2,2
"115","60927811470102814",6092,78,11,4,70102,8,1,4,4,6,2,4,56,210,2,2,2,2,2,2
"116","609210011170102811",6092,100,11,1,70102,8,1,1,4,8,1,3,40,4000,2,2,2,2,2,2
"117","609212311270102812",6092,123,11,2,70102,8,1,2,4,8,2,3,48,700,2,2,2,2,2,2
"118","609212311570102815",6092,123,11,5,70102,8,1,5,4,9,2,6,6,60,2,2,2,2,2,2
"119","609223211570102811",6092,232,11,5,70102,8,1,1,4,10,2,3,48,2400,2,2,2,2,2,2
"120","609223211670102811",6092,232,11,6,70102,8,1,1,4,10,1,3,48,950,2,2,2,2,2,2
"121","609223211970102811",6092,232,11,9,70102,8,1,1,4,6,1,3,24,300,2,2,2,2,2,2
"122","61932911180105621",6193,29,11,1,80105,6,2,1,1,10,1,3,0,2600,2,2,2,2,2,2
"123","61932911280105621",6193,29,11,2,80105,6,2,1,1,10,2,3,48,4000,2,2,2,2,2,2
"124","61958111180105621",6195,81,11,1,80105,6,2,1,4,8,1,4,50,1050,2,2,2,2,2,2
"125","61958111280105622",6195,81,11,2,80105,6,2,2,4,8,1,3,50,1600,2,2,2,2,2,2
"126","6255111280801642",6255,1,11,2,80801,6,4,2,1,8,2,3,48,1700,2,2,2,2,2,2
"127","62553911280801642",6255,39,11,2,80801,6,4,2,1,5,1,4,56,2500,2,2,2,2,2,2
"128","62553911380801643",6255,39,11,3,80801,6,4,3,4,10,2,3,40,1400,2,2,2,2,2,2
"129","62559311180801642",6255,93,11,1,80801,6,4,2,1,6,1,4,53,750,2,2,2,2,2,2
"130","6303111181005671",6303,1,11,1,81005,6,7,1,1,5,1,4,16,250,2,2,2,2,2,2
"131","6303111281005672",6303,1,11,2,81005,6,7,2,1,3,2,4,35,300,2,2,2,2,2,2
"132","6303111381005672",6303,1,11,3,81005,6,7,2,1,5,1,4,24,150,2,2,2,2,2,2
"133","6303311381005673",6303,3,11,3,81005,6,7,3,1,6,1,4,39,1200,2,2,2,2,2,2
"134","6303311481005674",6303,3,11,4,81005,6,7,4,4,6,1,4,24,120,2,2,2,2,2,2
"135","63039111181005671",6303,91,11,1,81005,6,7,1,1,5,1,4,44,1800,2,2,2,2,2,2
"136","63039111481005674",6303,91,11,4,81005,6,7,4,4,5,2,4,24,100,2,2,2,2,2,2
"137","64013711390703573",6401,37,11,3,90703,5,7,3,4,5,1,4,16,60,2,2,2,2,2,2
"138","652714112100102522",6527,14,11,2,100102,5,2,2,1,10,2,3,20,4200,2,2,2,2,2,2
"139","652714113100102523",6527,14,11,3,100102,5,2,3,4,9,1,3,43,1300,2,2,2,2,2,2
"140","652792111100102521",6527,92,11,1,100102,5,2,1,8,6,2,6,77,200,2,2,2,2,2,2
"141","652792112100102522",6527,92,11,2,100102,5,2,2,4,6,1,4,24,30,2,2,2,2,2,2
"142","656713111100207551",6567,13,11,1,100207,5,5,1,4,5,1,4,45,600,2,2,2,2,2,2
"143","656722111100207551",6567,22,11,1,100207,5,5,1,4,6,1,4,0,1800,2,2,2,2,2,2
"144","656730113100207551",6567,30,11,3,100207,5,5,1,4,5,1,4,55,800,2,2,2,2,2,2
"145","656738112100207552",6567,38,11,2,100207,5,5,2,1,1,2,4,12,40,2,2,2,2,2,2
"146","656748112100207552",6567,48,11,2,100207,5,5,2,1,1,2,4,40,1470,2,2,2,2,2,2
"147","656771111100207552",6567,71,11,1,100207,5,5,2,4,4,1,4,37,900,2,2,2,2,2,2
"148","656771117100207557",6567,71,11,7,100207,5,5,7,4,6,1,4,84,5,2,2,2,2,2,2
"149","6571160113100402573",6571,160,11,3,100402,5,7,3,1,6,1,4,14,240,2,2,2,2,2,2
"150","6571176113100402573",6571,176,11,3,100402,5,7,3,1,5,2,4,35,190,2,2,2,2,2,2
"151","668831111110106221",6688,31,11,1,110106,2,2,1,4,7,1,4,45,350,2,2,2,2,2,2
"152","668845111110106221",6688,45,11,1,110106,2,2,1,4,10,2,6,48,930,2,2,2,2,2,2
"153","668870111110106222",6688,70,11,1,110106,2,2,2,4,6,1,4,48,276,2,2,2,2,2,2
"154","668885111110106221",6688,85,11,1,110106,2,2,1,4,8,2,3,0,2500,2,2,2,2,2,2
"155","6688112111110106221",6688,112,11,1,110106,2,2,1,4,6,2,4,60,287,2,2,2,2,2,2
"156","676920111110201221",6769,20,11,1,110201,2,2,1,4,5,2,4,48,425,2,2,2,2,2,2
"157","676964112110201222",6769,64,11,2,110201,2,2,2,4,3,2,3,35,50,2,2,2,2,2,2
"158","676986111110201221",6769,86,11,1,110201,2,2,1,4,4,1,4,48,270,2,2,2,2,2,2
"159","6769128111110201221",6769,128,11,1,110201,2,2,1,4,6,1,4,48,350,2,2,2,2,2,2
"160","6769191112110201222",6769,191,11,2,110201,2,2,2,4,3,2,4,48,280,2,2,2,2,2,2
"161","680712112110503252",6807,12,11,2,110503,2,5,2,4,6,2,6,48,200,2,2,2,2,2,2
"162","680753112110503251",6807,53,11,2,110503,2,5,1,4,1,1,4,48,300,2,2,2,2,2,2
"163","680753113110503253",6807,53,11,3,110503,2,5,3,4,6,1,4,24,180,2,2,2,2,2,2
"164","680779112110503252",6807,79,11,2,110503,2,5,2,4,9,2,4,50,500,2,2,2,2,2,2
"165","689357111120114521",6893,57,11,1,120114,5,2,1,4,6,2,3,24,325,2,2,2,2,2,2
"166","689372111120114521",6893,72,11,1,120114,5,2,1,4,8,1,4,72,1150,2,2,2,2,2,2
"167","689372112120114522",6893,72,11,2,120114,5,2,2,4,7,2,4,72,830,2,2,2,2,2,2
"168","689372113120114523",6893,72,11,3,120114,5,2,3,4,9,2,3,45,930,2,2,2,2,2,2
"169","6893126112120114522",6893,126,11,2,120114,5,2,2,4,9,1,3,48,1100,2,2,2,2,2,2
"170","6893138111120114521",6893,138,11,1,120114,5,2,1,4,10,1,3,40,2000,2,2,2,2,2,2
"171","6893138112120114521",6893,138,11,2,120114,5,2,1,4,10,2,3,48,1500,2,2,2,2,2,2
"172","69218111120107521",6921,8,11,1,120107,5,2,1,4,6,1,3,21,120,2,2,2,2,2,2
"173","692140111120107521",6921,40,11,1,120107,5,2,1,4,10,2,3,60,1000,2,2,2,2,2,2
"174","6921118111120107521",6921,118,11,1,120107,5,2,1,1,9,1,4,31,150,2,2,2,2,2,2
"175","694756112120701542",6947,56,11,2,120701,5,4,2,4,3,2,4,18,200,2,2,2,2,2,2
"176","694756113120701543",6947,56,11,3,120701,5,4,3,4,5,2,4,18,300,2,2,2,2,2,2
"177","694756115120701545",6947,56,11,5,120701,5,4,5,4,8,2,3,54,930,2,2,2,2,2,2
"178","694756116120701546",6947,56,11,6,120701,5,4,6,4,9,2,4,18,75,2,2,2,2,2,2
"179","6947103112120701542",6947,103,11,2,120701,5,4,2,4,9,2,6,0,250,2,2,2,2,2,2
"180","697597111120201551",6975,97,11,1,120201,5,5,1,4,6,1,4,48,240,2,2,2,2,2,2
"181","703121121120404561",7031,21,12,1,120404,5,6,1,4,10,2,3,60,3500,2,2,2,2,2,2
"182","703121221120404561",7031,21,22,1,120404,5,6,1,4,11,2,3,0,2000,2,2,2,2,2,2
"183","703136111120404561",7031,36,11,1,120404,5,6,1,4,10,2,3,30,1200,2,2,2,2,2,2
"184","703150111120404561",7031,50,11,1,120404,5,6,1,4,7,2,4,48,1843,2,2,2,2,2,2
"185","703150112120404562",7031,50,11,2,120404,5,6,2,4,10,2,3,40,1200,2,2,2,2,2,2
"186","703178111120404561",7031,78,11,1,120404,5,6,1,4,10,1,4,36,1500,2,2,2,2,2,2
"187","703178113120404563",7031,78,11,3,120404,5,6,3,4,10,2,3,40,930,2,2,2,2,2,2
"188","7031105111120404561",7031,105,11,1,120404,5,6,1,4,8,1,4,45,300,2,2,2,2,2,2
"189","7031105113120404563",7031,105,11,3,120404,5,6,3,4,8,1,3,84,2500,2,2,2,2,2,2
"190","708953111130105111",7089,53,11,1,130105,1,1,1,4,8,1,3,72,1695,2,2,2,2,2,2
"191","7089124113130105113",7089,124,11,3,130105,1,1,3,4,6,1,4,72,1130,2,2,2,2,2,2
"192","719560112130207152",7195,60,11,2,130207,1,5,2,4,6,2,4,48,250,2,2,2,2,2,2
"193","719572112130207153",7195,72,11,2,130207,1,5,3,4,6,1,4,48,1500,2,2,2,2,2,2
"194","719589111130207151",7195,89,11,1,130207,1,5,1,4,6,1,4,34,700,2,2,2,2,2,2
"195","7243126111131103471",7243,126,11,1,131103,4,7,1,4,3,1,4,42,500,2,2,2,2,2,2
"196","7243126113131103473",7243,126,11,3,131103,4,7,3,4,5,1,4,27,335,2,2,2,2,2,2
"197","732215111140101121",7322,15,11,1,140101,1,2,1,4,10,2,3,0,2400,2,2,2,2,2,2
"198","732246113140101123",7322,46,11,3,140101,1,2,3,4,9,1,3,48,950,2,2,2,2,2,2
"199","732262111140101121",7322,62,11,1,140101,1,2,1,4,6,1,4,48,180,2,2,2,2,2,2
"200","732293112140101122",7322,93,11,2,140101,1,2,2,4,9,2,3,42,180,2,2,2,2,2,2
"201","732623111140101121",7326,23,11,1,140101,1,2,1,4,8,1,3,84,3243,2,2,2,2,2,2
"202","732681112140101122",7326,81,11,2,140101,1,2,2,4,11,2,3,36,5000,2,2,2,2,2,2
"203","7326120111140101121",7326,120,11,1,140101,1,2,1,4,9,1,3,40,5500,2,2,2,2,2,2
"204","7326140112140101122",7326,140,11,2,140101,1,2,2,4,8,2,3,40,1000,2,2,2,2,2,2
"205","7326140114140101124",7326,140,11,4,140101,1,2,4,4,8,2,3,30,1000,2,2,2,2,2,2
"206","7326198111140101121",7326,198,11,1,140101,1,2,1,4,5,2,6,36,350,2,2,2,2,2,2
"207","7326198112140101122",7326,198,11,2,140101,1,2,2,4,9,1,4,39,1000,2,2,2,2,2,2
"208","7326198114140101124",7326,198,11,4,140101,1,2,4,4,5,2,3,78,500,2,2,2,2,2,2
"209","733977111140105121",7339,77,11,1,140105,1,2,1,1,8,1,3,40,2000,2,2,2,2,2,2
"210","7339127111140105121",7339,127,11,1,140105,1,2,1,4,10,1,3,52,3000,2,2,2,2,2,2
"211","736418112140106122",7364,18,11,2,140106,1,2,2,4,10,2,3,48,850,2,2,2,2,2,2
"212","736436111140106121",7364,36,11,1,140106,1,2,1,4,6,1,4,54,150,2,2,2,2,2,2
"213","736436112140106122",7364,36,11,2,140106,1,2,2,4,3,2,3,54,180,2,2,2,2,2,2
"214","7364108112140106122",7364,108,11,2,140106,1,2,2,4,5,1,4,60,300,2,2,2,2,2,2
"215","7364127112140106122",7364,127,11,2,140106,1,2,2,4,10,2,3,18,2500,2,2,2,2,2,2
"216","7364127113140106123",7364,127,11,3,140106,1,2,3,4,9,1,4,36,380,2,2,2,2,2,2
"217","741015111140112141",7410,15,11,1,140112,1,4,1,4,6,1,3,60,2700,2,2,2,2,2,2
"218","741055112140112142",7410,55,11,2,140112,1,4,2,4,10,2,3,40,100,2,2,2,2,2,2
"219","7442122111140301171",7442,122,11,1,140301,1,7,1,4,7,2,4,45,180,2,2,2,2,2,2
"220","7442373111140301171",7442,373,11,1,140301,1,7,1,4,6,1,4,30,140,2,2,2,2,2,2
"221","74618113140308183",7461,8,11,3,140308,1,8,3,4,6,1,3,80,800,2,2,2,2,2,2
"222","746114111140308181",7461,14,11,1,140308,1,8,1,4,5,1,4,32,200,2,2,2,2,2,2
"223","746189111140308181",7461,89,11,1,140308,1,8,1,4,5,1,4,48,560,2,2,2,2,2,2
"224","746189112140308181",7461,89,11,2,140308,1,8,1,4,5,2,3,36,100,2,2,2,2,2,2
"225","746189113140308181",7461,89,11,3,140308,1,8,1,4,5,2,3,48,600,2,2,2,2,2,2
"226","746192112140308181",7461,92,11,2,140308,1,8,1,4,6,1,4,48,300,2,2,2,2,2,2
"227","74926111150106811",7492,6,11,1,150106,8,1,1,4,6,1,4,30,450,2,2,2,2,2,2
"228","74926112150106812",7492,6,11,2,150106,8,1,2,4,8,2,6,20,260,2,2,2,2,2,2
"229","749258111150106811",7492,58,11,1,150106,8,1,1,4,6,2,6,8,90,2,2,2,2,2,2
"230","7492161111150106813",7492,161,11,1,150106,8,1,3,4,5,1,4,48,1400,2,2,2,2,2,2
"231","7492161113150106813",7492,161,11,3,150106,8,1,3,4,6,1,3,30,100,2,2,2,2,2,2
"232","752130112150135811",7521,30,11,2,150135,8,1,1,4,6,1,4,3,30,2,2,2,2,2,2
"233","752165111150135811",7521,65,11,1,150135,8,1,1,7,8,1,4,60,240,2,2,2,2,2,2
"234","752165112150135812",7521,65,11,2,150135,8,1,2,4,4,2,6,18,90,2,2,2,2,2,2
"235","754119111150117812",7541,19,11,1,150117,8,1,2,4,6,1,4,44,1500,2,2,2,2,2,2
"236","754162113150117812",7541,62,11,3,150117,8,1,2,4,10,1,3,32,120,2,2,2,2,2,2
"237","75445111150117811",7544,5,11,1,150117,8,1,1,4,6,1,4,48,2000,2,2,2,2,2,2
"238","754437114150117814",7544,37,11,4,150117,8,1,4,4,5,2,4,45,200,2,2,2,2,2,2
"239","757265112150110812",7572,65,11,2,150110,8,1,2,12,10,2,3,0,1350,2,2,2,2,2,2
"240","773233114150101814",7732,33,11,4,150101,8,1,4,4,10,2,3,55,2500,2,2,2,2,2,2
"241","7732125112150101811",7732,125,11,2,150101,8,1,1,4,6,1,3,66,930,2,2,2,2,2,2
"242","7732125113150101811",7732,125,11,3,150101,8,1,1,4,6,2,6,6,100,2,2,2,2,2,2
"243","7732149122150101812",7732,149,12,2,150101,8,1,2,4,6,2,3,40,1430,2,2,2,2,2,2
"244","7732149221150101811",7732,149,22,1,150101,8,1,1,4,6,1,4,49,1250,2,2,2,2,2,2
"245","7732149222150101812",7732,149,22,2,150101,8,1,2,4,6,2,4,48,990,2,2,2,2,2,2
"246","7732149223150101811",7732,149,22,3,150101,8,1,1,4,6,2,3,60,1000,2,2,2,2,2,2
"247","7732195111150101811",7732,195,11,1,150101,8,1,1,4,5,1,3,72,1350,2,2,2,2,2,2
"248","775411113150121811",7754,11,11,3,150121,8,1,1,4,6,1,3,36,600,2,2,2,2,2,2
"249","775468111150121811",7754,68,11,1,150121,8,1,1,4,8,2,3,40,2000,2,2,2,2,2,2
"250","7754118115150121812",7754,118,11,5,150121,8,1,2,1,8,2,6,27,600,2,2,2,2,2,2
"251","781642112150115812",7816,42,11,2,150115,8,1,2,4,11,2,3,0,2800,2,2,2,2,2,2
"252","781657111150115811",7816,57,11,1,150115,8,1,1,4,10,2,3,0,1800,2,2,2,2,2,2
"253","7816136112150115812",7816,136,11,2,150115,8,1,2,4,6,2,6,49,500,2,2,2,2,2,2
"254","78316112150130811",7831,6,11,2,150130,8,1,1,4,6,1,3,40,1200,2,2,2,2,2,2
"255","78316114150130811",7831,6,11,4,150130,8,1,1,4,8,1,3,48,2000,2,2,2,2,2,2
"256","783116111150130812",7831,16,11,1,150130,8,1,2,4,10,1,3,40,4000,2,2,2,2,2,2
"257","783737111150131811",7837,37,11,1,150131,8,1,1,4,11,2,3,65,7000,2,2,2,2,2,2
"258","783737115150131811",7837,37,11,5,150131,8,1,1,4,6,2,6,81,1500,2,2,2,2,2,2
"259","7837105111150131811",7837,105,11,1,150131,8,1,1,4,10,1,3,60,4022,1,2,2,2,2,2
"260","7837105113150131813",7837,105,11,3,150131,8,1,3,4,10,2,3,40,1500,2,2,2,2,2,2
"261","7837105114150131814",7837,105,11,4,150131,8,1,4,4,10,2,3,40,2550,2,2,2,2,2,2
"262","793715112150142812",7937,15,11,2,150142,8,1,2,4,6,2,3,45,175,2,2,2,2,2,2
"263","7937110111150142811",7937,110,11,1,150142,8,1,1,4,8,1,3,40,930,2,2,2,2,2,2
"264","7937110113150142813",7937,110,11,3,150142,8,1,3,4,6,1,3,54,1300,2,2,2,2,2,2
