"","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","CODINFOR","P300A","P301A","P207","P507","P513T","P524A1","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"968","169553222110207222",16955,3,22,2,110207,2,2,2,4,8,2,4,48,300,2,2,2,2,2,2
"969","1695520111110207221",16955,20,11,1,110207,2,2,1,4,6,1,4,56,247,2,2,2,2,2,2
"970","1695555112110207222",16955,55,11,2,110207,2,2,2,4,6,1,4,48,900,2,2,2,2,2,2
"971","1695555116110207226",16955,55,11,6,110207,2,2,6,4,6,1,4,48,900,2,2,2,2,2,2
"972","1695572111110207221",16955,72,11,1,110207,2,2,1,4,8,1,4,54,250,2,2,2,2,2,2
"973","1695589111110207221",16955,89,11,1,110207,2,2,1,4,10,1,3,72,4300,2,2,2,2,2,2
"974","170172111110501221",17017,2,11,1,110501,2,2,1,4,8,1,3,72,1400,2,2,2,2,2,2
"975","170172112110501222",17017,2,11,2,110501,2,2,2,4,6,2,4,48,350,2,2,2,2,2,2
"976","1701724112110501222",17017,24,11,2,110501,2,2,2,4,3,2,4,46,180,2,2,2,2,2,2
"977","1701790111110501221",17017,90,11,1,110501,2,2,1,4,3,2,4,40,100,2,2,2,2,2,2
"978","17017111111110501221",17017,111,11,1,110501,2,2,1,4,8,1,3,56,2800,2,2,2,2,2,2
"979","17017111112110501222",17017,111,11,2,110501,2,2,2,4,8,2,3,48,2900,2,2,2,2,2,2
"980","17017133111110501221",17017,133,11,1,110501,2,2,1,4,6,1,4,48,350,2,2,2,2,2,2
"981","17017133112110501222",17017,133,11,2,110501,2,2,2,4,8,2,3,48,930,2,2,2,2,2,2
"982","1703011111110507221",17030,11,11,1,110507,2,2,1,4,8,1,3,48,1724,2,2,2,2,2,2
"983","1703069111110507221",17030,69,11,1,110507,2,2,1,4,8,1,4,54,315,2,2,2,2,2,2
"984","1703069113110507223",17030,69,11,3,110507,2,2,3,4,9,1,3,20,160,2,2,2,2,2,2
"985","17030108111110507221",17030,108,11,1,110507,2,2,1,4,6,1,4,48,250,2,2,2,2,2,2
"986","17030108112110507222",17030,108,11,2,110507,2,2,2,4,7,2,4,36,120,2,2,2,2,2,2
"987","17030108114110507224",17030,108,11,4,110507,2,2,4,4,5,1,4,42,120,2,2,2,2,2,2
"988","17030108115110507225",17030,108,11,5,110507,2,2,5,4,5,1,4,30,197,2,2,2,2,2,2
"989","17030128111110507221",17030,128,11,1,110507,2,2,1,4,8,2,3,0,2300,2,2,2,2,2,2
"990","170401111110112241",17040,1,11,1,110112,2,4,1,4,8,1,3,45,1165,2,2,2,2,2,2
"991","1704017111110112241",17040,17,11,1,110112,2,4,1,4,8,1,4,48,1092,2,2,2,2,2,2
"992","1704048111110112241",17040,48,11,1,110112,2,4,1,4,5,1,4,46,420,2,2,2,2,2,2
"993","1704080111110112241",17040,80,11,1,110112,2,4,1,4,5,2,3,48,253,2,2,2,2,2,2
"994","1704080112110112242",17040,80,11,2,110112,2,4,2,4,4,1,4,8,60,2,2,2,2,2,2
"995","1704096111110112241",17040,96,11,1,110112,2,4,1,4,9,2,3,60,1379,2,2,2,2,2,2
"996","1704096112110112242",17040,96,11,2,110112,2,4,2,4,9,1,4,60,1500,2,2,2,2,2,2
"997","17040111111110112241",17040,111,11,1,110112,2,4,1,4,6,2,4,55,150,2,2,2,2,2,2
"998","17040111114110112244",17040,111,11,4,110112,2,4,4,4,6,2,4,50,150,2,2,2,2,2,2
"999","1704510111110501221",17045,10,11,1,110501,2,2,1,4,10,1,3,20,2414,2,2,2,2,2,2
"1000","1704552113110501223",17045,52,11,3,110501,2,2,3,4,5,1,4,72,250,2,2,2,2,2,2
"1001","1704579111110501221",17045,79,11,1,110501,2,2,1,4,10,1,3,30,1264,2,2,2,2,2,2
"1002","1704593111110501221",17045,93,11,1,110501,2,2,1,4,9,1,3,48,150,2,2,2,2,2,2
"1003","1706618112110108242",17066,18,11,2,110108,2,4,2,4,6,1,4,60,350,2,2,2,2,2,2
"1004","1706638111110108241",17066,38,11,1,110108,2,4,1,4,6,1,4,48,345,2,2,2,2,2,2
"1005","1706638112110108242",17066,38,11,2,110108,2,4,2,4,6,2,4,14,92,2,2,2,2,2,2
"1006","1706678113110108243",17066,78,11,3,110108,2,4,3,4,3,2,4,30,100,2,2,2,2,2,2
"1007","17066118111110108241",17066,118,11,1,110108,2,4,1,1,6,2,4,48,210,2,2,2,2,2,2
"1008","17068187112110205272",17068,187,11,2,110205,2,7,2,4,6,2,3,60,450,2,2,2,2,2,2
"1009","17068187113110205273",17068,187,11,3,110205,2,7,3,4,10,1,3,45,3000,2,2,2,2,2,2
"1010","17068381111110205271",17068,381,11,1,110205,2,7,1,4,5,1,4,48,300,2,2,2,2,2,2
"1011","17068381113110205273",17068,381,11,3,110205,2,7,3,4,6,1,4,58,980,2,2,2,2,2,2
"1012","17068382111110205271",17068,382,11,1,110205,2,7,1,4,5,1,4,48,300,2,2,2,2,2,2
"1013","17068382112110205272",17068,382,11,2,110205,2,7,2,4,8,2,3,48,300,2,2,2,2,2,2
"1014","17068384111110205271",17068,384,11,1,110205,2,7,1,4,3,1,4,48,240,2,2,2,2,2,2
"1015","17068384113110205273",17068,384,11,3,110205,2,7,3,4,7,2,4,48,300,2,2,2,2,2,2
"1016","17102130112120101522",17102,130,11,2,120101,5,2,2,4,11,2,3,40,3250,2,2,2,2,2,2
"1017","17102130113120101523",17102,130,11,3,120101,5,2,3,4,10,2,3,56,3000,2,2,2,2,2,2
"1018","17102130114120101524",17102,130,11,4,120101,5,2,4,4,10,1,3,42,2170,2,2,2,2,2,2
"1019","17102150111120101523",17102,150,11,1,120101,5,2,3,4,11,2,3,48,3500,2,2,2,2,2,2
"1020","17102150112120101522",17102,150,11,2,120101,5,2,2,4,10,1,3,48,930,2,2,2,2,2,2
"1021","17102188111120101521",17102,188,11,1,120101,5,2,1,4,10,1,3,0,2400,1,2,2,2,2,2
"1022","17102188112120101522",17102,188,11,2,120101,5,2,2,4,10,2,3,0,2550,2,2,2,2,2,2
"1023","1710423111120101521",17104,23,11,1,120101,5,2,1,4,5,1,4,54,420,2,2,2,2,2,2
"1024","1710423112120101522",17104,23,11,2,120101,5,2,2,4,7,2,3,41,120,2,2,2,2,2,2
"1025","1710459111120101521",17104,59,11,1,120101,5,2,1,4,11,1,3,0,1200,2,2,2,2,2,2
"1026","1710472111120101521",17104,72,11,1,120101,5,2,1,4,6,1,4,45,300,2,2,2,2,2,2
"1027","1710484113120101521",17104,84,11,3,120101,5,2,1,4,6,1,3,48,800,2,2,2,2,2,2
"1028","1714319111120114521",17143,19,11,1,120114,5,2,1,4,11,1,3,84,4500,2,2,2,2,2,2
"1029","1714319112120114522",17143,19,11,2,120114,5,2,2,4,10,2,3,36,3500,2,2,2,2,2,2
"1030","1714355111120114521",17143,55,11,1,120114,5,2,1,4,5,2,3,70,930,2,2,2,2,2,2
"1031","1714379112120114522",17143,79,11,2,120114,5,2,2,4,8,1,4,50,350,2,2,2,2,2,2
"1032","1716211112120501552",17162,11,11,2,120501,5,5,2,4,4,2,4,1,10,2,2,2,2,2,2
"1033","1716239111120501551",17162,39,11,1,120501,5,5,1,1,4,1,4,32,160,2,2,2,2,2,2
"1034","1716253111120501551",17162,53,11,1,120501,5,5,1,1,1,2,4,27,90,2,2,2,2,1,2
"1035","1716295111120501551",17162,95,11,1,120501,5,5,1,4,8,2,6,60,150,2,2,2,1,2,2
"1036","1717248111120801551",17172,48,11,1,120801,5,5,1,1,6,1,3,48,2400,2,2,2,2,2,2
"1037","1717259111120801551",17172,59,11,1,120801,5,5,1,4,8,1,4,48,2080,2,2,2,2,2,2
"1038","1717282113120801551",17172,82,11,3,120801,5,5,1,4,8,1,3,40,2200,2,2,2,2,2,2
"1039","1717282115120801551",17172,82,11,5,120801,5,5,1,4,7,1,4,56,1700,2,2,2,2,2,2
"1040","171975111120117551",17197,5,11,1,120117,5,5,1,4,6,2,4,8,100,2,2,2,2,2,2
"1041","1719775111120117551",17197,75,11,1,120117,5,5,1,4,5,2,4,16,140,2,2,2,2,2,2
"1042","1719789111120117551",17197,89,11,1,120117,5,5,1,4,3,1,4,32,160,2,2,2,2,2,2
"1043","1723520111120301741",17235,20,11,1,120301,7,4,1,4,6,1,3,48,500,2,2,2,2,2,2
"1044","1723520114120301744",17235,20,11,4,120301,7,4,4,4,9,2,3,15,200,2,2,2,2,2,2
"1045","1723534111120301741",17235,34,11,1,120301,7,4,1,4,6,2,3,60,930,2,2,2,2,2,2
"1046","1723547111120301741",17235,47,11,1,120301,7,4,1,4,4,1,4,54,200,2,2,2,2,2,2
"1047","1723560113120301743",17235,60,11,3,120301,7,4,3,4,8,2,3,1,460,2,2,2,2,2,2
"1048","1723560114120301744",17235,60,11,4,120301,7,4,4,4,5,2,4,54,90,2,2,2,2,2,2
"1049","1723560115120301745",17235,60,11,5,120301,7,4,5,4,6,2,3,36,350,2,2,2,2,2,2
"1050","1723574111120301741",17235,74,11,1,120301,7,4,1,1,1,2,6,40,20,2,2,2,2,2,2
"1051","1724123111120305741",17241,23,11,1,120305,7,4,1,4,8,1,3,84,3000,2,2,2,2,2,2
"1052","1724172111120305741",17241,72,11,1,120305,7,4,1,4,10,2,3,48,1800,2,2,2,2,2,2
"1053","1729920111120603781",17299,20,11,1,120603,7,8,1,4,7,1,4,48,400,2,2,2,2,2,2
"1054","1729997112120603781",17299,97,11,2,120603,7,8,1,4,6,2,3,91,400,2,2,2,2,2,2
"1055","17299100111120603781",17299,100,11,1,120603,7,8,1,1,3,1,3,48,900,2,2,2,2,2,2
"1056","17316178111120609771",17316,178,11,1,120609,7,7,1,1,5,1,4,48,360,2,2,2,2,2,2
"1057","17316179112120609771",17316,179,11,2,120609,7,7,1,1,5,1,4,47,240,2,2,2,2,2,2
"1058","17319264111120608771",17319,264,11,1,120608,7,7,1,10,3,1,4,16,240,2,2,2,2,2,2
"1059","173268112130101112",17326,8,11,2,130101,1,1,2,4,10,2,3,56,3500,2,2,2,2,2,2
"1060","1732647111130101111",17326,47,11,1,130101,1,1,1,4,6,1,4,36,2039,2,2,2,2,2,2
"1061","1732660111130101112",17326,60,11,1,130101,1,1,2,4,10,1,3,44,4500,2,2,2,2,2,2
"1062","1733241112130102112",17332,41,11,2,130102,1,1,2,4,6,1,4,36,150,2,2,2,2,2,2
"1063","1733241113130102111",17332,41,11,3,130102,1,1,1,4,8,1,3,44,1600,2,2,2,2,2,2
"1064","1733241114130102111",17332,41,11,4,130102,1,1,1,4,5,1,4,60,40,2,2,2,2,2,2
"1065","17332116111130102111",17332,116,11,1,130102,1,1,1,4,4,1,4,24,110,2,2,2,2,2,2
"1066","17332116112130102112",17332,116,11,2,130102,1,1,2,4,4,2,4,0,930,2,2,2,2,2,2
"1067","17332135111130102111",17332,135,11,1,130102,1,1,1,4,6,1,4,8,75,2,2,2,2,2,2
"1068","1734274111130103111",17342,74,11,1,130103,1,1,1,4,11,1,3,48,5000,2,2,2,2,2,2
"1069","173562114130105114",17356,2,11,4,130105,1,1,4,4,7,1,4,48,1000,2,2,2,2,2,2
"1070","173562115130105115",17356,2,11,5,130105,1,1,5,4,8,2,3,40,500,2,2,2,2,2,2
"1071","1735660111130105111",17356,60,11,1,130105,1,1,1,4,5,1,4,0,1074,2,2,2,2,2,2
"1072","17356175111130105111",17356,175,11,1,130105,1,1,1,4,5,1,4,38,240,2,2,2,2,2,2
"1073","17356175112130105112",17356,175,11,2,130105,1,1,2,4,8,2,3,40,980,2,2,2,2,2,2
"1074","17393127116130101116",17393,127,11,6,130101,1,1,6,4,6,1,3,84,1500,2,2,2,2,2,2
"1075","17393184112130101112",17393,184,11,2,130101,1,1,2,4,6,2,3,44,1350,2,2,2,2,2,2
"1076","173998111130101111",17399,8,11,1,130101,1,1,1,4,11,2,3,24,6000,2,2,2,2,2,2
"1077","17399105111130101111",17399,105,11,1,130101,1,1,1,4,10,1,3,30,1200,2,2,2,2,2,2
"1078","17399118112130101112",17399,118,11,2,130101,1,1,2,4,6,1,4,30,20,2,2,2,2,2,2
"1079","1745121111131201141",17451,21,11,1,131201,1,4,1,4,3,1,4,40,790,2,2,2,2,2,2
"1080","1745121112131201142",17451,21,11,2,131201,1,4,2,4,4,2,4,48,1200,2,2,2,2,2,2
"1081","1745121113131201143",17451,21,11,3,131201,1,4,3,4,8,2,3,48,1100,2,2,2,2,2,2
"1082","1745133111131201141",17451,33,11,1,131201,1,4,1,4,6,1,4,48,1100,2,2,2,2,2,2
"1083","1745144111131201141",17451,44,11,1,131201,1,4,1,4,6,1,4,48,930,2,2,2,2,2,2
"1084","1745167111131201141",17451,67,11,1,131201,1,4,1,4,6,1,4,48,1200,2,2,2,2,2,2
"1085","1745167112131201141",17451,67,11,2,131201,1,4,1,4,3,2,4,48,1200,2,2,2,2,2,2
"1086","174533111130401141",17453,3,11,1,130401,1,4,1,4,10,1,3,40,2020,2,2,2,2,2,2
"1087","174533113130401143",17453,3,11,3,130401,1,4,3,4,9,1,3,24,600,2,2,2,2,2,2
"1088","174533114130401144",17453,3,11,4,130401,1,4,4,4,10,2,3,50,1300,2,2,2,2,2,2
"1089","1745321113130401143",17453,21,11,3,130401,1,4,3,4,6,1,4,32,200,2,2,2,2,2,2
"1090","1745357111130401141",17453,57,11,1,130401,1,4,1,4,10,1,3,0,2400,2,2,2,2,2,2
"1091","1745357114130401144",17453,57,11,4,130401,1,4,4,4,7,1,4,16,160,2,2,2,2,2,2
"1092","1745357116130401146",17453,57,11,6,130401,1,4,6,4,10,1,3,72,2100,2,2,2,2,2,2
"1093","1745375111130401145",17453,75,11,1,130401,1,4,5,4,11,2,3,0,3800,2,2,2,2,2,2
"1094","17453110114130401144",17453,110,11,4,130401,1,4,4,4,6,1,4,72,250,2,2,2,2,2,2
"1095","1747949111130704142",17479,49,11,1,130704,1,4,2,4,4,1,4,84,1500,2,2,2,2,2,2
"1096","1747961111130704141",17479,61,11,1,130704,1,4,1,4,9,1,4,48,1200,2,2,2,2,2,2
"1097","1747986112130704142",17479,86,11,2,130704,1,4,2,4,8,1,3,48,1582,2,2,2,2,2,2
"1098","17497120111130104131",17497,120,11,1,130104,1,3,1,4,6,1,4,16,80,2,2,2,2,2,2
"1099","17526123111130107171",17526,123,11,1,130107,1,7,1,4,6,1,4,70,1356,2,2,2,2,2,2
"1100","17526124111130107171",17526,124,11,1,130107,1,7,1,4,5,1,4,48,1017,2,2,2,2,2,2
"1101","17526124112130107172",17526,124,11,2,130107,1,7,2,4,4,2,4,40,175,2,2,2,2,2,2
"1102","17526257111130107171",17526,257,11,1,130107,1,7,1,4,5,2,3,30,678,2,2,2,2,2,2
"1103","17526257112130107172",17526,257,11,2,130107,1,7,2,4,5,2,4,20,50,2,2,2,2,2,2
"1104","1752717111130205181",17527,17,11,1,130205,1,8,1,4,6,2,4,24,150,2,2,2,2,2,2
"1105","1752718111130205181",17527,18,11,1,130205,1,8,1,4,6,1,4,8,50,2,2,2,2,2,2
"1106","1752720111130205181",17527,20,11,1,130205,1,8,1,4,6,1,4,24,150,2,2,2,2,2,2
"1107","1752720113130205183",17527,20,11,3,130205,1,8,3,4,5,1,4,7,30,2,2,2,2,2,2
"1108","17563295111130503471",17563,295,11,1,130503,4,7,1,4,5,1,4,35,40,2,2,2,2,2,2
"1109","175888111140101111",17588,8,11,1,140101,1,1,1,4,10,2,3,0,2200,2,2,2,2,2,2
"1110","1758843112140101112",17588,43,11,2,140101,1,1,2,4,10,1,3,40,3500,2,2,2,2,2,2
"1111","1758878111140101111",17588,78,11,1,140101,1,1,1,4,11,1,3,36,5500,2,2,2,2,2,2
"1112","1758878112140101112",17588,78,11,2,140101,1,1,2,4,10,2,3,0,2000,2,2,2,2,2,2
"1113","1758896111140101111",17588,96,11,1,140101,1,1,1,4,11,1,3,48,3000,2,2,2,2,2,2
"1114","1758896112140101112",17588,96,11,2,140101,1,1,2,4,10,2,3,48,2500,2,2,2,2,2,2
"1115","17588113111140101111",17588,113,11,1,140101,1,1,1,4,11,1,3,0,8000,2,2,2,2,2,2
"1116","17588113112140101112",17588,113,11,2,140101,1,1,2,4,10,2,3,48,3000,2,2,2,2,2,2
"1117","17588148111140101111",17588,148,11,1,140101,1,1,1,4,8,1,3,48,1890,2,2,2,2,2,2
"1118","17588166111140101111",17588,166,11,1,140101,1,1,1,4,8,1,3,0,2000,2,2,2,2,2,2
"1119","1759229112140101112",17592,29,11,2,140101,1,1,2,4,5,1,4,60,700,2,2,2,2,2,2
"1120","1759264112140101112",17592,64,11,2,140101,1,1,2,4,5,1,4,48,180,2,2,2,2,2,2
"1121","1759281121140101111",17592,81,12,1,140101,1,1,1,4,4,1,4,50,300,2,2,2,2,2,2
"1122","1759281123140101113",17592,81,12,3,140101,1,1,3,4,6,1,4,50,200,2,2,2,2,2,2
"1123","1759281221140101111",17592,81,22,1,140101,1,1,1,4,10,1,3,0,2300,2,2,2,2,2,2
"1124","17592134111140101111",17592,134,11,1,140101,1,1,1,4,6,1,4,10,50,2,2,2,2,2,2
"1125","17592134112140101112",17592,134,11,2,140101,1,1,2,4,5,2,6,12,60,2,2,2,2,2,2
"1126","176311112140105112",17631,1,11,2,140105,1,1,2,4,10,2,3,59,2700,2,2,2,2,2,2
"1127","176311113140105113",17631,1,11,3,140105,1,1,3,4,10,2,3,14,480,2,2,2,2,2,2
"1128","1763127112140105112",17631,27,11,2,140105,1,1,2,4,3,2,3,20,68,2,2,2,2,2,2
"1129","1763317111140101111",17633,17,11,1,140101,1,1,1,4,10,2,3,48,3800,2,2,2,2,2,2
"1130","1763352111140101111",17633,52,11,1,140101,1,1,1,4,11,1,3,18,3000,2,2,2,2,2,2
"1131","1763352112140101111",17633,52,11,2,140101,1,1,1,4,8,2,3,48,1300,2,2,2,2,2,2
"1132","1763385111140101111",17633,85,11,1,140101,1,1,1,4,11,1,3,36,8000,2,2,2,2,2,2
"1133","1763385112140101112",17633,85,11,2,140101,1,1,2,4,11,2,3,36,8000,2,2,2,2,2,2
"1134","17633107111140101111",17633,107,11,1,140101,1,1,1,4,11,1,3,6,3500,2,2,2,2,2,2
"1135","17633107112140101112",17633,107,11,2,140101,1,1,2,4,11,2,3,50,5000,2,2,2,2,2,2
"1136","17633107113140101113",17633,107,11,3,140101,1,1,3,4,10,1,3,40,1000,2,2,2,2,2,2
"1137","17633107114140101112",17633,107,11,4,140101,1,1,2,4,4,2,6,70,900,2,2,2,2,2,2
"1138","1767665111140116151",17676,65,11,1,140116,1,5,1,4,5,2,4,48,300,2,2,2,2,2,2
"1139","1767682111140116151",17676,82,11,1,140116,1,5,1,4,6,2,4,48,480,2,2,2,2,2,2
"1140","1767682112140116152",17676,82,11,2,140116,1,5,2,4,7,1,4,45,180,2,2,2,2,2,2
"1141","1767699111140116151",17676,99,11,1,140116,1,5,1,4,10,2,3,0,2200,2,2,2,2,2,2
"1142","17676132113140116153",17676,132,11,3,140116,1,5,3,4,6,1,4,46,400,2,2,2,2,2,2
"1143","1771522111140104152",17715,22,11,1,140104,1,5,2,4,7,1,3,84,3000,2,2,2,2,2,2
"1144","1771522115140104155",17715,22,11,5,140104,1,5,5,4,8,1,3,72,1450,2,2,2,2,2,2
"1145","1771522119140104159",17715,22,11,9,140104,1,5,9,4,10,1,3,40,3000,2,2,2,2,2,2
"1146","1771564111140104151",17715,64,11,1,140104,1,5,1,4,6,1,3,40,3000,2,2,2,2,2,2
"1147","1771577112140104151",17715,77,11,2,140104,1,5,1,4,10,2,3,60,900,2,2,2,2,2,2
"1148","1774323113140311153",17743,23,11,3,140311,1,5,3,4,5,1,4,90,1200,2,2,2,2,2,2
"1149","1774337111140311151",17743,37,11,1,140311,1,5,1,4,3,1,4,60,600,2,2,2,2,2,2
"1150","1774337113140311153",17743,37,11,3,140311,1,5,3,4,5,2,6,72,300,2,2,2,2,2,2
"1151","1774379111140311151",17743,79,11,1,140311,1,5,1,4,6,1,4,60,1500,2,2,2,2,2,2
"1152","1774393111140311151",17743,93,11,1,140311,1,5,1,4,4,1,4,48,850,2,2,2,2,2,2
"1153","17776364113140306173",17776,364,11,3,140306,1,7,3,4,4,2,4,48,468,2,2,2,2,2,2
"1154","17776364114140306174",17776,364,11,4,140306,1,7,4,4,5,1,4,48,600,2,2,2,2,2,2
"1155","17776364115140306175",17776,364,11,5,140306,1,7,5,4,6,2,4,48,620,2,2,2,2,2,2
"1156","17776364118140306178",17776,364,11,8,140306,1,7,8,4,5,2,4,48,561,2,2,2,2,2,2
"1157","17776741115140306175",17776,741,11,5,140306,1,7,5,4,6,1,4,48,180,2,2,2,2,2,2
"1158","17776744111140306171",17776,744,11,1,140306,1,7,1,4,6,1,4,70,210,2,2,2,2,2,2
"1159","178078111150108811",17807,8,11,1,150108,8,1,1,4,10,1,3,40,6000,2,2,2,2,2,2
"1160","178078112150108812",17807,8,11,2,150108,8,1,2,4,10,2,3,50,2500,2,2,2,2,2,2
"1161","1780746111150108811",17807,46,11,1,150108,8,1,1,4,4,1,4,54,1200,2,2,2,2,2,2
"1162","17807100118150108818",17807,100,11,8,150108,8,1,8,4,6,2,3,48,1050,2,2,2,2,2,2
"1163","17807100119150108818",17807,100,11,9,150108,8,1,8,4,6,1,3,48,1300,2,2,2,2,2,2
"1164","17807118112150108811",17807,118,11,2,150108,8,1,1,4,6,2,3,42,600,2,2,2,2,2,2
"1165","17807137111150108811",17807,137,11,1,150108,8,1,1,4,6,2,3,0,687,2,2,2,2,2,2
"1166","17807137112150108812",17807,137,11,2,150108,8,1,2,4,10,1,3,15,800,2,2,2,2,2,2
"1167","17807137115150108815",17807,137,11,5,150108,8,1,5,4,6,1,6,14,43,2,2,2,2,2,2
"1168","17807155113150108813",17807,155,11,3,150108,8,1,3,4,7,1,4,10,60,2,2,2,2,2,2
"1169","1781073112150135811",17810,73,11,2,150135,8,1,1,4,6,1,4,48,300,2,2,2,2,2,2
"1170","1781093112150135812",17810,93,11,2,150135,8,1,2,4,9,2,3,36,700,2,2,2,2,2,2
"1171","17810172111150135811",17810,172,11,1,150135,8,1,1,4,8,1,3,84,3000,2,2,2,2,2,2
"1172","1782138111150133811",17821,38,11,1,150133,8,1,1,4,3,1,4,48,700,2,2,2,2,2,2
"1173","1782160114150133814",17821,60,11,4,150133,8,1,4,4,7,2,6,8,60,2,2,2,2,2,2
"1174","17821103114150133814",17821,103,11,4,150133,8,1,4,4,5,1,4,2,40,2,2,2,2,2,2
"1175","178308113150108813",17830,8,11,3,150108,8,1,3,4,8,2,3,66,1800,2,2,2,2,2,2
"1176","1783017111150108811",17830,17,11,1,150108,8,1,1,4,6,2,6,60,930,2,2,2,2,2,2
"1177","1783017112150108812",17830,17,11,2,150108,8,1,2,4,6,1,3,46,1400,2,2,2,2,2,2
"1178","1783017113150108811",17830,17,11,3,150108,8,1,1,4,6,1,3,48,1200,2,2,2,2,2,2
"1179","1783043113150108812",17830,43,11,3,150108,8,1,2,4,9,1,4,21,80,2,2,2,2,2,2
"1180","1783052111150108811",17830,52,11,1,150108,8,1,1,4,10,1,3,0,1300,2,2,2,2,2,2
"1181","1783061111150108811",17830,61,11,1,150108,8,1,1,1,5,1,3,48,1810,2,2,2,2,2,2
"1182","17842129111150122811",17842,129,11,1,150122,8,1,1,4,10,1,3,40,10000,2,2,2,2,2,2
"1183","17842164111150122811",17842,164,11,1,150122,8,1,1,4,10,2,3,90,2500,2,2,2,2,2,2
"1184","17842164112150122811",17842,164,11,2,150122,8,1,1,4,10,2,3,48,1000,2,2,2,2,2,2
"1185","17842164113150122813",17842,164,11,3,150122,8,1,3,4,9,1,3,40,2299,2,2,2,2,2,2
"1186","1784322112150140812",17843,22,11,2,150140,8,1,2,4,10,2,3,40,3800,2,2,2,2,2,2
"1187","1784322114150140812",17843,22,11,4,150140,8,1,2,4,6,1,3,36,1000,2,2,2,2,2,2
"1188","1784322115150140812",17843,22,11,5,150140,8,1,2,4,6,1,3,44,950,2,2,2,2,2,2
"1189","1784360113150140811",17843,60,11,3,150140,8,1,1,4,6,1,3,40,2000,2,2,2,2,2,2
"1190","1784360114150140811",17843,60,11,4,150140,8,1,1,4,6,2,6,45,950,2,2,2,2,2,2
"1191","1784385111150140811",17843,85,11,1,150140,8,1,1,4,10,1,3,40,2000,2,2,2,2,2,2
"1192","1784385114150140813",17843,85,11,4,150140,8,1,3,4,10,2,3,48,2500,2,2,2,2,2,2
"1193","17843110111150140811",17843,110,11,1,150140,8,1,1,4,10,2,3,36,2500,2,2,2,2,2,2
"1194","17864221111150103811",17864,221,11,1,150103,8,1,1,4,6,1,4,60,220,2,2,2,2,2,2
"1195","17866119111150101811",17866,119,11,1,150101,8,1,1,4,9,1,3,48,1800,2,2,2,2,2,2
"1196","17866119112150101811",17866,119,11,2,150101,8,1,1,4,8,2,3,48,1200,2,2,2,2,2,2
"1197","17866119113150101811",17866,119,11,3,150101,8,1,1,4,8,1,3,48,1200,2,2,2,2,2,2
"1198","17866143112150101812",17866,143,11,2,150101,8,1,2,4,7,1,4,72,300,2,2,2,2,2,2
"1199","17866189111150101811",17866,189,11,1,150101,8,1,1,4,9,1,3,48,1400,2,2,2,2,2,2
"1200","17866212111150101811",17866,212,11,1,150101,8,1,1,4,6,1,4,35,930,2,2,2,2,2,2
"1201","17866212112150101812",17866,212,11,2,150101,8,1,2,4,5,2,3,6,150,2,2,2,2,2,2
"1202","1790053114150105814",17900,53,11,4,150105,8,1,4,4,10,2,3,45,2800,2,2,2,2,2,2
"1203","1790070111150105811",17900,70,11,1,150105,8,1,1,4,5,1,3,45,1500,2,2,2,2,2,2
"1204","1790087115150105815",17900,87,11,5,150105,8,1,5,4,8,2,3,0,2836,2,2,2,2,2,2
"1205","17900104111150105811",17900,104,11,1,150105,8,1,1,4,5,1,3,61,1400,2,2,2,2,2,2
"1206","1790815113150128811",17908,15,11,3,150128,8,1,1,4,6,2,3,56,150,2,2,2,2,2,2
"1207","1790836111150128811",17908,36,11,1,150128,8,1,1,4,6,1,3,48,930,2,2,2,2,2,2
"1208","1790846111150128811",17908,46,11,1,150128,8,1,1,4,6,1,3,48,240,2,2,2,2,2,2
"1209","1790846115150128811",17908,46,11,5,150128,8,1,1,4,8,1,3,56,240,2,2,2,2,2,2
"1210","1791232112150137811",17912,32,11,2,150137,8,1,1,4,6,1,4,40,960,2,2,2,2,2,2
"1211","1791232114150137811",17912,32,11,4,150137,8,1,1,4,6,2,3,48,960,2,2,2,2,2,2
"1212","1791256112150137811",17912,56,11,2,150137,8,1,1,4,7,1,4,72,130,2,2,2,2,2,2
"1213","17912177112150137811",17912,177,11,2,150137,8,1,1,4,8,1,3,48,900,2,2,2,2,2,2
"1214","17912177113150137811",17912,177,11,3,150137,8,1,1,4,6,2,4,48,180,2,2,2,2,2,2
"1215","17920125111150112811",17920,125,11,1,150112,8,1,1,4,6,1,4,84,350,2,2,2,2,2,2
"1216","17920125112150112812",17920,125,11,2,150112,8,1,2,4,6,2,3,40,215,2,2,2,2,2,2
"1217","1792310111150103811",17923,10,11,1,150103,8,1,1,4,7,2,4,30,150,2,2,2,2,2,2
"1218","1792310112150103811",17923,10,11,2,150103,8,1,1,4,6,1,3,48,1000,2,2,2,2,2,2
"1219","1792325112150103812",17923,25,11,2,150103,8,1,2,4,5,1,4,46,930,2,2,2,2,2,2
"1220","1792383113150103813",17923,83,11,3,150103,8,1,3,4,8,1,4,46,2000,2,2,2,2,2,2
"1221","1792398117150103817",17923,98,11,7,150103,8,1,7,4,6,1,4,45,350,2,2,2,2,2,2
"1222","1792610111150102812",17926,10,11,1,150102,8,1,2,4,6,1,3,60,1800,2,2,2,2,2,2
