MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P300A,P301A,P207
1.8892E+18,18891,98,11,1,180104,3,3,1,4,11,2
1.8892E+18,18891,98,11,2,180104,3,3,0, , ,1
1.8892E+18,18891,98,11,3,180104,3,3,0, , ,2
1.8892E+18,18891,98,11,4,180104,3,3,1,4,2,1
1.88911E+19,18891,128,11,1,180104,3,3,1,2,3,1
1.88911E+19,18891,128,11,2,180104,3,3,2,2,1,2
1.89432E+18,18943,17,11,1,180303,3,3,1,4,9,2
1.89432E+18,18943,17,11,2,180303,3,3,2,4,10,1
1.89432E+18,18943,17,11,3,180303,3,3,3,4,10,2
1.89432E+18,18943,17,11,4,180303,3,3,1,4,3,2
1.89435E+18,18943,46,11,1,180303,3,3,1,4,6,2
1.89436E+18,18943,60,11,1,180303,3,3,1,4,6,1
1.89436E+18,18943,60,11,2,180303,3,3,2,4,6,2
1.89436E+18,18943,60,11,3,180303,3,3,3,4,9,1
1.89436E+18,18943,60,11,4,180303,3,3,3,4,10,2
1.89436E+18,18943,60,11,5,180303,3,3,3,4,2,1
1.89439E+18,18943,88,11,1,180303,3,3,3,2,4,1
1.89439E+18,18943,88,11,2,180303,3,3,2,2,4,2
1.89439E+18,18943,88,11,3,180303,3,3,3,4,8,2
1.89439E+18,18943,88,11,4,180303,3,3,4,4,9,2
1.89832E+17,18983,2,11,1,180301,3,3,1,4,9,1
1.89832E+17,18983,2,11,2,180301,3,3,2,4,6,2
1.89832E+17,18983,2,11,3,180301,3,3,0, , ,2
1.89832E+17,18983,2,11,4,180301,3,3,4,4,9,1
1.89832E+17,18983,2,11,5,180301,3,3,2,4,4,2
1.89832E+17,18983,2,11,6,180301,3,3,6,4,4,1
1.89832E+17,18983,2,11,7,180301,3,3,2,4,12,1
1.89832E+17,18983,2,11,8,180301,3,3,2,4,2,2
1.89832E+18,18983,19,11,1,180301,3,3,1,4,6,2
1.89832E+18,18983,19,11,2,180301,3,3,1,4,6,1
1.89832E+18,18983,19,11,3,180301,3,3,3,4,8,1
1.89835E+18,18983,52,11,1,180301,3,3,1,4,7,2
1.89835E+18,18983,52,11,2,180301,3,3,1,4,2,1
1.89839E+18,18983,86,11,1,180301,3,3,1,4,4,2
1.89839E+18,18983,86,11,2,180301,3,3,2,4,10,2
1.89831E+19,18983,103,11,1,180301,3,3,1,4,6,1
1.89831E+19,18983,103,11,2,180301,3,3,2,4,8,2
1.89831E+19,18983,103,11,3,180301,3,3,0, , ,1
1.89831E+19,18983,103,11,4,180301,3,3,0, , ,2
1.89896E+17,18989,6,11,1,180302,3,5,1,2,6,1
1.89896E+17,18989,6,11,2,180302,3,5,2,4,6,2
1.89896E+17,18989,6,11,3,180302,3,5,2,4,3,1
1.89896E+17,18989,6,11,4,180302,3,5,2,4,3,1
1.89894E+18,18989,38,11,1,180302,3,5,1,4,5,2
1.89894E+18,18989,38,11,2,180302,3,5,1,4,2,2
1.89895E+18,18989,49,11,1,180302,3,5,1,4,9,2
1.89895E+18,18989,49,11,2,180302,3,5,1,4,2,1
1.89896E+18,18989,60,11,1,180302,3,5,1,4,6,2
1.89896E+18,18989,60,11,2,180302,3,5,1,4,5,1
1.89896E+18,18989,60,11,3,180302,3,5,1,4,3,2
1.89897E+18,18989,71,11,1,180302,3,5,1,4,9,2
1.89897E+18,18989,71,11,2,180302,3,5,2,2,8,1
1.89897E+18,18989,71,11,3,180302,3,5,1,4,2,1
1.89898E+18,18989,81,11,1,180302,3,5,1,4,3,1
1.89898E+18,18989,81,11,2,180302,3,5,2,2,1,2
1.89961E+18,18996,12,11,1,180301,3,3,1,2,3,2
1.89961E+18,18996,12,11,2,180301,3,3,2,4,8,1
1.89963E+18,18996,31,11,1,180301,3,3,1,4,10,2
1.89963E+18,18996,31,11,2,180301,3,3,1,4,3,1
1.89967E+18,18996,70,11,1,180301,3,3,1,4,3,2
1.89967E+18,18996,70,11,2,180301,3,3,2,4,6,1
1.89969E+18,18996,89,11,1,180301,3,3,1,4,6,2
1.89961E+19,18996,109,11,1,180301,3,3,1,4,4,2
1.89961E+19,18996,128,11,1,180301,3,3,1,4,5,1
1.89961E+19,18996,128,11,2,180301,3,3,2,4,5,2
1.90132E+18,19013,17,11,1,180101,3,7,1,4,6,1
1.90132E+18,19013,17,11,2,180101,3,7,1,4,8,2
1.90132E+18,19013,17,11,3,180101,3,7,3,4,10,1
1.90132E+18,19013,18,11,1,180101,3,7,1,4,10,2
1.90132E+18,19013,19,11,1,180101,3,7,1,4,8,1
1.90132E+18,19013,20,11,1,180101,3,7,1,1,3,1
1.90132E+18,19013,20,11,2,180101,3,7,2,1,1,2
1.90131E+19,19013,105,11,1,180101,3,7,1,2,6,2
1.90131E+19,19013,105,11,2,180101,3,7,2,4,5,1
1.90131E+19,19013,108,11,1,180101,3,7,1,2,3,1
1.90131E+19,19013,109,11,1,180101,3,7,1,2,4,2
1.90131E+19,19013,109,11,2,180101,3,7,2,2,1,1
1.90274E+18,19027,37,11,1,180201,6,8,1,4,7,1
1.90274E+18,19027,37,11,2,180201,6,8,2,4,7,2
1.90274E+18,19027,37,11,3,180201,6,8,2,4,7,2
1.90274E+18,19027,37,11,4,180201,6,8,1,4,5,1
1.90274E+18,19027,38,11,1,180201,6,8,1,4,5,1
1.90274E+18,19027,38,11,2,180201,6,8,2,4,3,2
1.90274E+18,19027,38,11,3,180201,6,8,3,4,8,1
1.90274E+18,19027,39,11,1,180201,6,8,1,4,4,1
1.90274E+18,19027,39,11,2,180201,6,8,2,4,3,2
1.90274E+18,19027,39,11,3,180201,6,8,2,4,6,1
1.90274E+18,19027,39,11,4,180201,6,8,2,4,6,1
1.90274E+18,19027,39,11,5,180201,6,8,2,4,6,1
1.90274E+18,19027,40,11,1,180201,6,8,1,4,6,1
1.90274E+18,19027,40,11,2,180201,6,8,2,4,6,2
1.90274E+18,19027,40,11,3,180201,6,8,3,4,6,1
1.90278E+18,19027,81,11,1,180201,6,8,1,4,3,2
1.90278E+18,19027,81,11,2,180201,6,8,2,4,5,1
1.90278E+18,19027,81,11,3,180201,6,8,3,4,6,1
1.90278E+18,19027,81,11,4,180201,6,8,0, , ,1
1.90278E+18,19027,82,11,1,180201,6,8,1,4,8,1
1.90278E+18,19027,82,11,2,180201,6,8,2,4,8,2
1.90278E+18,19027,82,11,3,180201,6,8,2,4,3,1
1.90278E+18,19027,82,11,4,180201,6,8,2,4,3,2
1.90278E+18,19027,83,11,1,180201,6,8,1,4,8,2
1.90278E+18,19027,83,11,2,180201,6,8,2,4,4,1
1.90278E+18,19027,83,11,3,180201,6,8,3,4,8,1
1.90278E+18,19027,84,11,1,180201,6,8,1,4,4,2
1.90278E+18,19027,84,11,2,180201,6,8,1,4,4,1
1.90383E+18,19038,33,11,1,180211,6,8,1,1,4,1
1.90383E+18,19038,34,11,1,180211,6,8,2,1,3,1
1.90383E+18,19038,34,11,2,180211,6,8,2,1,1,2
1.90384E+18,19038,35,11,1,180211,6,8,1,1,5,1
1.90384E+18,19038,35,11,2,180211,6,8,2,1,3,2
1.90384E+18,19038,36,11,1,180211,6,8,1,1,5,1
1.90384E+18,19038,36,11,2,180211,6,8,1,1,4,2
1.90387E+18,19038,73,11,1,180211,6,8,1,1,4,1
1.90387E+18,19038,73,11,2,180211,6,8,2,4,6,1
1.90387E+18,19038,74,11,1,180211,6,8,1,1,5,1
1.90387E+18,19038,74,11,2,180211,6,8,2,1,1,2
1.90388E+18,19038,76,11,1,180211,6,8,2,1,5,1
1.90388E+18,19038,76,11,2,180211,6,8,2,1,3,2
1.90388E+18,19038,76,11,3,180211,6,8,2,4,5,1
1.90388E+18,19038,79,11,1,180211,6,8,1,1,1,2
1.90517E+17,19051,7,11,1,190101,5,3,1,4,8,1
1.90517E+17,19051,7,11,2,190101,5,3,2,4,8,2
1.90517E+17,19051,7,11,3,190101,5,3,2,4,1,2
1.90517E+17,19051,7,11,4,190101,5,3,4,1,3,2
1.90512E+18,19051,17,11,1,190101,5,3,1,4,6,1
1.90512E+18,19051,17,11,2,190101,5,3,2,4,3,2
1.90512E+18,19051,17,11,3,190101,5,3,1,4,3,2
1.90512E+18,19051,17,11,4,190101,5,3,1,4,2,2
1.90513E+18,19051,27,11,1,190101,5,3,1,4,8,1
1.90513E+18,19051,27,11,2,190101,5,3,2,4,6,2
1.90513E+18,19051,27,11,3,190101,5,3,2,4,3,2
1.90513E+18,19051,27,11,4,190101,5,3,2,4,3,2
1.90514E+18,19051,37,11,1,190101,5,3,1,4,6,1
1.90514E+18,19051,37,11,2,190101,5,3,2,4,6,2
1.90514E+18,19051,37,11,3,190101,5,3,3,4,6,1
1.90514E+18,19051,37,11,4,190101,5,3,4,4,4,1
1.90515E+18,19051,47,11,1,190101,5,3,1,4,3,2
1.90515E+18,19051,47,11,2,190101,5,3,2,4,3,1
1.90515E+18,19051,47,11,3,190101,5,3,1,4,3,2
1.90517E+18,19051,67,11,1,190101,5,3,1,4,5,1
1.90517E+18,19051,67,11,2,190101,5,3,2,4,6,2
1.90517E+18,19051,67,11,3,190101,5,3,3,4,4,2
1.90517E+18,19051,67,11,4,190101,5,3,2,4,2,1
1.90831E+18,19083,13,11,1,190111,5,5,1,4,6,1
1.90831E+18,19083,13,11,2,190111,5,5,2,4,6,2
1.90831E+18,19083,13,11,3,190111,5,5,3,4,4,2
1.90831E+18,19083,13,11,4,190111,5,5,2,4,3,1
1.90835E+18,19083,49,11,1,190111,5,5,1,4,10,2
1.90835E+18,19083,49,11,2,190111,5,5,0, , ,1
1.90835E+18,19083,49,11,3,190111,5,5,3,4,3,1
1.90835E+18,19083,49,11,4,190111,5,5,0, , ,2
1.90837E+18,19083,67,11,1,190111,5,5,1,4,9,1
1.90837E+18,19083,67,11,2,190111,5,5,2,4,6,2
1.90837E+18,19083,67,11,3,190111,5,5,2,4,6,1
1.90837E+18,19083,67,11,4,190111,5,5,4,4,5,2
1.90837E+18,19083,67,11,5,190111,5,5,2,4,3,2
1.90837E+18,19083,67,11,6,190111,5,5,2,4,2,1
1.90831E+19,19083,102,11,1,190111,5,5,1,4,8,1
1.90831E+19,19083,102,11,2,190111,5,5,2,4,7,2
1.90831E+19,19083,102,11,3,190111,5,5,2,4,2,1
1.90831E+19,19083,102,11,4,190111,5,5,2,4,1,1
1.90831E+19,19083,120,11,1,190111,5,5,1,4,6,1
1.90831E+19,19083,120,11,2,190111,5,5,2,4,11,2
1.90831E+19,19083,120,11,3,190111,5,5,2,4,3,1
1.90831E+19,19083,138,11,1,190111,5,5,1,4,6,1
1.90831E+19,19083,138,11,2,190111,5,5,2,4,6,2
1.90831E+19,19083,138,11,3,190111,5,5,2,4,6,1
1.90831E+19,19083,138,11,4,190111,5,5,2,4,5,1
1.90831E+19,19083,138,11,5,190111,5,5,2,4,2,2
1.90852E+18,19085,15,11,1,190201,5,5,1,4,4,2
1.90852E+18,19085,15,11,2,190201,5,5,2,4,9,2
1.90852E+18,19085,15,11,3,190201,5,5,3,4,6,1
1.90852E+18,19085,15,11,4,190201,5,5,4,4,5,1
1.90852E+18,19085,15,11,5,190201,5,5,2,4,3,2
1.90853E+18,19085,33,11,1,190201,5,5,1,4,8,1
1.90853E+18,19085,33,11,2,190201,5,5,2,4,6,2
1.90853E+18,19085,33,11,3,190201,5,5,3,4,5,1
1.90853E+18,19085,33,11,4,190201,5,5,1,4,3,2
1.90857E+18,19085,69,11,1,190201,5,5,1,4,10,1
1.90857E+18,19085,69,11,2,190201,5,5,2,4,10,2
1.90857E+18,19085,69,11,3,190201,5,5,1,4,3,1
1.90859E+18,19085,87,11,1,190201,5,5,1,4,5,1
1.90859E+18,19085,87,11,2,190201,5,5,2,4,6,2
1.90859E+18,19085,87,11,3,190201,5,5,2,4,3,2
1.90859E+18,19085,87,11,4,190201,5,5,2,4,3,1
1.90851E+19,19085,104,11,1,190201,5,5,1,4,9,1
1.90851E+19,19085,104,11,2,190201,5,5,2,4,10,2
1.90851E+19,19085,104,11,3,190201,5,5,3,4,6,1
1.90851E+19,19085,104,11,4,190201,5,5,4,4,5,1
1.90851E+19,19085,122,11,1,190201,5,5,1,4,6,2
1.90851E+19,19085,122,11,2,190201,5,5,2,4,6,1
1.90851E+19,19085,122,11,3,190201,5,5,1,4,7,1
1.90851E+19,19085,122,11,4,190201,5,5,2,4,3,1
1.90851E+19,19085,122,11,5,190201,5,5,2,4,2,1
1.91061E+18,19106,10,11,1,190107,5,5,2,4,6,1
1.91061E+18,19106,10,11,2,190107,5,5,2,1,3,2
1.91061E+18,19106,10,11,3,190107,5,5,3,1,9,1
1.91063E+18,19106,27,11,1,190107,5,5,1,4,4,1
1.91063E+18,19106,27,11,2,190107,5,5,2,4,5,2
1.91063E+18,19106,27,11,3,190107,5,5,3,4,4,2
1.91063E+18,19106,27,11,4,190107,5,5,4,4,5,1
1.91066E+18,19106,61,11,1,190107,5,5,1,4,4,1
1.91066E+18,19106,61,11,2,190107,5,5,2,4,6,2
1.91066E+18,19106,61,11,3,190107,5,5,3,4,9,2
1.91066E+18,19106,61,11,4,190107,5,5,4,4,6,1
1.91066E+18,19106,61,11,5,190107,5,5,5,4,5,1
1.91066E+18,19106,61,11,6,190107,5,5,2,4,3,2
1.91068E+18,19106,78,11,1,190107,5,5,1,1,6,2
1.91068E+18,19106,78,11,2,190107,5,5,1,4,5,1
1.91068E+18,19106,78,11,3,190107,5,5,1,4,3,2
1.9107E+18,19106,96,11,1,190107,5,5,1,4,8,1
1.9107E+18,19106,96,11,2,190107,5,5,2,4,8,2
1.9107E+18,19106,96,11,3,190107,5,5,3,4,4,1
1.9107E+18,19106,96,11,4,190107,5,5,2,4,3,1
1.9107E+18,19106,96,11,5,190107,5,5,2,4,2,1
1.91061E+19,19106,113,11,1,190107,5,5,1,4,3,1
1.91061E+19,19106,113,11,2,190107,5,5,2,4,3,2
1.91061E+19,19106,113,11,3,190107,5,5,3,4,4,1
1.91061E+19,19106,113,11,4,190107,5,5,2,4,3,2
1.91568E+18,19156,78,11,1,190104,5,7,1,4,3,2
1.91568E+18,19156,78,11,2,190104,5,7,2,4,4,2
1.91568E+18,19156,78,11,3,190104,5,7,3,4,4,2
1.91568E+18,19156,78,11,4,190104,5,7,4,4,6,2
1.91568E+18,19156,79,11,1,190104,5,7,1,4,6,1
1.91568E+18,19156,79,11,2,190104,5,7,2,4,6,2
1.91568E+18,19156,79,11,3,190104,5,7,3,4,6,1
1.91568E+18,19156,79,11,4,190104,5,7,4,4,5,1
1.91568E+18,19156,79,11,5,190104,5,7,1,4,3,1
1.91568E+18,19156,80,11,1,190104,5,7,1,1,6,2
1.91568E+18,19156,80,11,2,190104,5,7,2,4,5,2
1.91562E+19,19156,173,11,1,190104,5,7,1,4,6,1
1.91562E+19,19156,173,11,2,190104,5,7,2,4,6,2
1.91562E+19,19156,173,11,3,190104,5,7,3,4,5,2
1.91562E+19,19156,173,11,4,190104,5,7,2,4,3,1
1.91562E+19,19156,174,11,1,190104,5,7,1,4,6,1
1.91562E+19,19156,174,11,2,190104,5,7,2,4,4,2
1.91562E+19,19156,175,11,1,190104,5,7,1,4,4,2
1.91562E+19,19156,175,11,2,190104,5,7,2,4,6,1
1.91562E+19,19156,175,11,3,190104,5,7,3,4,6,1
1.91562E+19,19156,175,11,4,190104,5,7,4,4,8,2
1.91562E+19,19156,175,11,5,190104,5,7,4,4,2,1
1.91562E+19,19156,176,11,1,190104,5,7,1,4,6,1
1.91562E+19,19156,176,11,2,190104,5,7,2,4,6,2
1.91562E+19,19156,177,11,1,190104,5,7,1,4,4,1
1.91562E+19,19156,177,11,2,190104,5,7,2,1,4,2
1.91562E+19,19156,177,11,3,190104,5,7,3,4,5,1
1.91562E+19,19156,177,11,4,190104,5,7,4,4,5,2
1.91631E+19,19163,110,11,1,190304,7,7,1,4,4,1
1.91631E+19,19163,110,11,2,190304,7,7,2,4,9,2
1.91631E+19,19163,110,11,3,190304,7,7,0, , ,1
1.91631E+19,19163,110,11,4,190304,7,7,0, , ,1
1.91631E+19,19163,110,11,5,190304,7,7,5,4,8,1
1.91631E+19,19163,110,11,6,190304,7,7,6,4,6,1
1.91631E+19,19163,111,11,1,190304,7,7,0, , ,1
1.91631E+19,19163,111,11,2,190304,7,7,2,4,4,2
1.91631E+19,19163,111,11,3,190304,7,7,0, , ,1
1.91631E+19,19163,111,11,4,190304,7,7,0, , ,2
1.91631E+19,19163,112,11,1,190304,7,7,1,4,4,1
1.91631E+19,19163,112,11,2,190304,7,7,2,4,3,2
1.91631E+19,19163,112,11,3,190304,7,7,3,4,4,2
1.91631E+19,19163,112,11,4,190304,7,7,1,4,3,1
1.91632E+19,19163,236,11,1,190304,7,7,1,1,4,1
1.91632E+19,19163,236,11,2,190304,7,7,2,4,4,2
1.91632E+19,19163,236,11,3,190304,7,7,3,4,5,1
1.91632E+19,19163,236,11,4,190304,7,7,4,4,3,1
1.91632E+19,19163,236,11,5,190304,7,7,2,4,3,1
1.91632E+19,19163,236,11,6,190304,7,7,2,4,2,2
1.91632E+19,19163,237,11,1,190304,7,7,1,4,3,1
1.91632E+19,19163,237,11,2,190304,7,7,2,4,3,2
1.91632E+19,19163,237,11,3,190304,7,7,2,4,3,2
1.91632E+19,19163,238,11,1,190304,7,7,1,1,3,1
1.91632E+19,19163,238,11,2,190304,7,7,2,1,3,2
1.91632E+19,19163,239,11,1,190304,7,7,1,1,5,1
1.91632E+19,19163,239,11,2,190304,7,7,2,4,3,2
1.91632E+19,19163,239,11,3,190304,7,7,3,4,5,2
1.91632E+19,19163,239,11,4,190304,7,7,2,4,4,1
1.91632E+19,19163,240,11,1,190304,7,7,1,4,3,1
1.91632E+19,19163,240,11,2,190304,7,7,2,4,3,2
1.91632E+19,19163,240,11,3,190304,7,7,3,4,6,1
1.91632E+19,19163,240,11,4,190304,7,7,4,4,6,1
1.91632E+19,19163,240,11,5,190304,7,7,5,4,5,1
1.91632E+19,19163,240,11,6,190304,7,7,6,4,4,1
1.91632E+19,19163,240,11,7,190304,7,7,7,4,3,1
1.91632E+19,19163,240,11,8,190304,7,7,2,4,2,2
1.91632E+19,19163,240,11,9,190304,7,7,2,4,1,2
1.91652E+19,19165,177,11,1,190308,7,7,1,4,4,1
1.91652E+19,19165,177,11,2,190308,7,7,1,4,3,1
1.91652E+19,19165,177,11,3,190308,7,7,3,1,3,2
1.91652E+19,19165,178,11,1,190308,7,7,1,1,3,1
1.91652E+19,19165,178,11,2,190308,7,7,2,4,3,2
1.91652E+19,19165,179,11,1,190308,7,7,2,4,6,1
1.91652E+19,19165,179,11,2,190308,7,7,2,4,5,2
1.91652E+19,19165,179,11,3,190308,7,7,3,4,5,2
1.91652E+19,19165,179,11,4,190308,7,7,4,4,3,1
1.91652E+19,19165,179,11,5,190308,7,7,6,4,6,1
1.91652E+19,19165,179,11,6,190308,7,7,6,4,6,2
1.91652E+19,19165,180,11,1,190308,7,7,1,3,3,2
1.91654E+19,19165,407,11,1,190308,7,7,1,4,5,2
1.91654E+19,19165,407,11,2,190308,7,7,2,4,5,1
1.91654E+19,19165,407,11,3,190308,7,7,1,4,5,1
1.91654E+19,19165,407,11,4,190308,7,7,1,4,3,1
1.91654E+19,19165,407,11,5,190308,7,7,1,4,3,2
1.91654E+19,19165,410,11,1,190308,7,7,1,4,6,1
1.91654E+19,19165,410,11,2,190308,7,7,2,4,6,2
1.91654E+19,19165,410,11,3,190308,7,7,2,4,4,1
1.91654E+19,19165,410,11,4,190308,7,7,2,4,3,2
1.91654E+19,19165,411,11,1,190308,7,7,1,10,5,1
1.91654E+19,19165,411,11,2,190308,7,7,2,10,4,2
1.91654E+19,19165,411,11,3,190308,7,7,2,4,3,1
1.91654E+19,19165,412,11,1,190308,7,7,1,10,5,2
1.91654E+19,19165,412,11,2,190308,7,7,2,4,5,1
1.91654E+19,19165,412,11,3,190308,7,7,3,4,7,1
1.91654E+19,19165,412,11,4,190308,7,7,4,4,5,2
1.91654E+19,19165,412,11,5,190308,7,7,1,4,4,2
1.91654E+19,19165,412,11,6,190308,7,7,1,4,2,1
1.91759E+17,19175,9,11,1,190307,7,8,1,4,4,2
1.91759E+17,19175,9,11,2,190307,7,8,2,8,1,1
1.91751E+18,19175,10,11,1,190307,7,8,1,4,5,1
1.91751E+18,19175,10,11,2,190307,7,8,2,4,6,2
1.91751E+18,19175,10,11,3,190307,7,8,3,4,6,1
1.91751E+18,19175,10,11,4,190307,7,8,4,4,6,1
1.91751E+18,19175,10,11,5,190307,7,8,5,4,5,1
1.91751E+18,19175,11,11,1,190307,7,8,1,4,4,2
1.91751E+18,19175,11,11,2,190307,7,8,1,4,3,2
1.91751E+18,19175,11,11,3,190307,7,8,1,4,3,2
1.91751E+18,19175,12,11,1,190307,7,8,1,4,5,1
1.91751E+18,19175,12,11,2,190307,7,8,3,4,3,1
1.91751E+18,19175,12,11,3,190307,7,8,3,4,6,1
1.91756E+18,19175,56,11,1,190307,7,8,1,1,1,2
1.91756E+18,19175,56,11,2,190307,7,8,2,4,6,1
1.91756E+18,19175,58,11,1,190307,7,8,1,1,1,2
1.91756E+18,19175,59,11,1,190307,7,8,1,4,4,1
1.91756E+18,19175,59,11,2,190307,7,8,2,4,5,2
1.91756E+18,19175,59,11,3,190307,7,8,2,4,1,2
1.91756E+18,19175,60,11,1,190307,7,8,1,1,1,1
1.91756E+18,19175,60,11,2,190307,7,8,2,4,5,2
1.91756E+18,19175,60,11,3,190307,7,8,1,4,3,1
1.91873E+17,19187,3,11,1,200101,1,2,1,4,9,1
1.91873E+17,19187,3,11,2,200101,1,2,2,4,6,2
1.91873E+17,19187,3,11,3,200101,1,2,0, , ,2
1.91873E+17,19187,3,11,4,200101,1,2,0, , ,2
1.91873E+17,19187,3,11,5,200101,1,2,0, , ,2
1.91873E+17,19187,3,11,6,200101,1,2,6,4,8,1
1.91873E+17,19187,3,11,7,200101,1,2,6,4,2,1
1.91873E+17,19187,3,11,8,200101,1,2,0, , ,1
1.91873E+18,19187,34,11,1,200101,1,2,1,4,6,1
1.91873E+18,19187,34,11,2,200101,1,2,2,4,5,2
1.91873E+18,19187,34,11,3,200101,1,2,3,4,7,2
1.91873E+18,19187,34,11,4,200101,1,2,4,4,5,2
1.91877E+18,19187,65,11,1,200101,1,2,1,4,7,1
1.91877E+18,19187,65,11,2,200101,1,2,2,4,7,2
1.91877E+18,19187,65,11,3,200101,1,2,3,4,6,1
1.91877E+18,19187,65,11,4,200101,1,2,2,4,3,2
1.9188E+18,19187,96,11,1,200101,1,2,1,4,10,2
1.9188E+18,19187,96,11,2,200101,1,2,1,4,10,1
1.9188E+18,19187,96,11,3,200101,1,2,3,4,5,1
1.9188E+18,19187,96,11,4,200101,1,2,1,4,3,2
1.91871E+19,19187,112,11,1,200101,1,2,1,4,10,1
1.91871E+19,19187,112,11,2,200101,1,2,1,4,10,2
1.91871E+19,19187,112,11,3,200101,1,2,1,4,9,1
1.91871E+19,19187,112,11,4,200101,1,2,1,4,4,2
1.91871E+19,19187,112,11,5,200101,1,2,1,4,3,2
1.91872E+19,19187,158,11,1,200101,1,2,1,4,3,1
1.91872E+19,19187,158,11,2,200101,1,2,2,4,4,2
1.91872E+19,19187,158,11,3,200101,1,2,3,4,7,1
1.91872E+19,19187,158,11,4,200101,1,2,4,4,6,1
1.91872E+19,19187,158,11,5,200101,1,2,5,4,6,2
1.91872E+19,19187,158,11,6,200101,1,2,6,4,6,1
1.91872E+19,19187,158,11,7,200101,1,2,5,4,3,2
1.91872E+19,19187,158,11,9,200101,1,2,9,4,1,1
1.92207E+17,19220,7,11,1,200104,1,2,1,4,5,1
1.92207E+17,19220,7,11,2,200104,1,2,2,4,1,2
1.92203E+18,19220,27,11,1,200104,1,2,1,4,1,1
1.92207E+18,19220,67,11,1,200104,1,2,1,4,3,1
1.92207E+18,19220,67,11,2,200104,1,2,2,4,1,2
1.92207E+18,19220,67,11,3,200104,1,2,3,8,4,1
1.92207E+18,19220,67,11,4,200104,1,2,4,4,10,2
1.92209E+18,19220,87,11,1,200104,1,2,1,4,4,2
1.92209E+18,19220,87,11,2,200104,1,2,2,4,8,2
1.92209E+18,19220,87,11,3,200104,1,2,3,4,9,2
1.92201E+19,19220,107,11,1,200104,1,2,2,4,10,1
1.92201E+19,19220,107,11,2,200104,1,2,2,4,5,2
1.92201E+19,19220,107,11,3,200104,1,2,3,4,6,2
1.92201E+19,19220,107,11,4,200104,1,2,4,4,5,1
1.92201E+19,19220,127,11,1,200104,1,2,1,4,8,2
1.92201E+19,19220,127,11,2,200104,1,2,2,4,10,1
1.92201E+19,19220,127,11,3,200104,1,2,3,4,10,2
1.92201E+19,19220,127,11,4,200104,1,2,4,4,9,1
1.92201E+19,19220,127,11,5,200104,1,2,5,4,7,2
1.92201E+19,19220,127,11,6,200104,1,2,6,4,4,2
1.92291E+17,19229,1,11,1,200115,1,2,1,4,6,2
1.92292E+18,19229,16,11,1,200115,1,2,1,4,6,1
1.92292E+18,19229,16,11,2,200115,1,2,2,4,5,2
1.92292E+18,19229,16,11,3,200115,1,2,2,4,3,2
1.92292E+18,19229,16,11,4,200115,1,2,2,4,2,1
1.92293E+18,19229,30,11,1,200115,1,2,1,4,8,1
1.92293E+18,19229,30,11,2,200115,1,2,2,4,6,2
1.92293E+18,19229,30,11,3,200115,1,2,3,4,7,1
1.92293E+18,19229,30,11,4,200115,1,2,4,4,5,1
1.92293E+18,19229,30,11,5,200115,1,2,1,4,1,2
1.92295E+18,19229,45,11,1,200115,1,2,1,4,6,1
1.92296E+18,19229,60,11,1,200115,1,2,1,4,10,2
1.92291E+19,19229,104,11,1,200115,1,2,1,4,7,1
1.92291E+19,19229,104,11,2,200115,1,2,2,4,5,2
1.92291E+19,19229,104,11,3,200115,1,2,3,4,4,2
1.92291E+19,19229,104,11,4,200115,1,2,2,4,3,2
1.92397E+17,19239,7,11,1,200104,1,2,1,4,6,1
1.92397E+17,19239,7,11,2,200104,1,2,2,4,6,2
1.92397E+17,19239,7,11,3,200104,1,2,2,4,3,2
1.92397E+17,19239,7,11,4,200104,1,2,2,4,2,1
1.92394E+18,19239,40,11,1,200104,1,2,1,4,8,1
1.92396E+18,19239,56,11,1,200104,1,2,1,4,3,2
1.92396E+18,19239,56,11,2,200104,1,2,2,4,9,2
1.92399E+18,19239,89,11,1,200104,1,2,1,4,6,1
1.92399E+18,19239,89,11,2,200104,1,2,2,4,5,2
1.92399E+18,19239,89,11,3,200104,1,2,2,4,3,2
1.92399E+18,19239,89,11,4,200104,1,2,2,4,2,1
1.92399E+18,19239,89,11,5,200104,1,2,2,4,1,2
1.92391E+19,19239,121,11,1,200104,1,2,1,4,5,2
1.92391E+19,19239,121,11,2,200104,1,2,1,4,4,2
1.92391E+19,19239,138,11,1,200104,1,2,1,4,10,1
1.92469E+17,19246,9,11,1,200701,1,3,1,4,6,1
1.92469E+17,19246,9,11,2,200701,1,3,1,4,6,2
1.92469E+17,19246,9,11,3,200701,1,3,3,4,8,2
1.92469E+17,19246,9,11,4,200701,1,3,4,4,10,2
1.92463E+18,19246,26,11,1,200701,1,3,1,4,6,1
1.92463E+18,19246,26,11,2,200701,1,3,2,4,6,2
1.92463E+18,19246,26,11,3,200701,1,3,3,4,5,1
1.92466E+18,19246,61,11,1,200701,1,3,1,4,8,1
1.92466E+18,19246,61,11,2,200701,1,3,2,4,8,2
1.92466E+18,19246,61,11,3,200701,1,3,3,4,9,2
1.92466E+18,19246,61,11,4,200701,1,3,4,4,7,1
1.92466E+18,19246,61,11,5,200701,1,3,4,4,10,2
1.92466E+18,19246,61,11,6,200701,1,3,4,4,2,1
1.92468E+18,19246,79,11,1,200701,1,3,1,4,4,2
