MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P300A,P301A,P207
1.13033E+17,11303,34,11,1,90401,5,8,1,4,5,2
1.13033E+17,11303,34,11,2,90401,5,8,2,4,6,1
1.13033E+17,11303,34,11,3,90401,5,8,1,4,2,2
1.13034E+17,11303,35,11,1,90401,5,8,1,4,6,1
1.13034E+17,11303,35,11,2,90401,5,8,2,4,6,2
1.13034E+17,11303,35,11,3,90401,5,8,3,4,5,1
1.13034E+17,11303,35,11,4,90401,5,8,2,4,2,2
1.13034E+17,11303,35,11,5,90401,5,8,2,4,2,2
1.13037E+17,11303,68,11,1,90401,5,8,1,4,3,2
1.13037E+17,11303,68,11,2,90401,5,8,2,4,5,1
1.13037E+17,11303,68,11,3,90401,5,8,1,4,3,1
1.13037E+17,11303,68,11,4,90401,5,8,1,4,3,2
1.13037E+17,11303,69,11,1,90401,5,8,1,4,4,1
1.13037E+17,11303,69,11,2,90401,5,8,2,1,1,2
1.13037E+17,11303,69,11,3,90401,5,8,3,4,6,1
1.13037E+17,11303,69,11,4,90401,5,8,4,4,6,1
1.13037E+17,11303,69,11,5,90401,5,8,5,4,6,2
1.13037E+17,11303,72,11,1,90401,5,8,1,1,6,2
1.13037E+17,11303,72,11,2,90401,5,8,2,4,6,2
1.13037E+17,11303,72,11,3,90401,5,8,3,4,5,2
1.13037E+17,11303,74,11,1,90401,5,8,1,4,6,1
1.13037E+17,11303,74,11,2,90401,5,8,2,4,5,2
1.13037E+17,11303,74,11,3,90401,5,8,1,4,2,2
1.50056E+16,15005,6,11,1,10101,4,4,1,4,8,1
1.50056E+16,15005,6,11,2,10101,4,4,2,4,6,2
1.50056E+16,15005,6,11,3,10101,4,4,3,4,9,2
1.50056E+16,15005,6,11,4,10101,4,4,4,4,6,1
1.50056E+16,15005,6,11,5,10101,4,4,5,4,4,2
1.50052E+17,15005,18,11,1,10101,4,4,2,4,6,1
1.50052E+17,15005,18,11,2,10101,4,4,2,4,8,2
1.50052E+17,15005,18,11,3,10101,4,4,3,4,5,2
1.50052E+17,15005,18,11,4,10101,4,4,2,4,3,2
1.50054E+17,15005,39,11,1,10101,4,4,1,4,8,1
1.50054E+17,15005,39,11,2,10101,4,4,2,4,10,2
1.50054E+17,15005,39,11,3,10101,4,4,3,4,9,1
1.50054E+17,15005,39,11,4,10101,4,4,1,4,3,1
1.50055E+17,15005,50,11,1,10101,4,4,1,4,8,2
1.50055E+17,15005,50,11,2,10101,4,4,1,4,6,1
1.50057E+17,15005,71,11,1,10101,4,4,1,4,6,2
1.50057E+17,15005,71,11,2,10101,4,4,2,4,8,1
1.50057E+17,15005,71,11,3,10101,4,4,3,4,10,1
1.50057E+17,15005,71,11,4,10101,4,4,1,4,6,2
1.50058E+17,15005,82,11,1,10101,4,4,1,4,3,2
1.50058E+17,15005,82,11,2,10101,4,4,0, , ,1
1.50058E+17,15005,82,11,3,10101,4,4,3,4,9,1
1.50058E+17,15005,82,11,4,10101,4,4,4,4,8,2
1.50058E+17,15005,82,11,5,10101,4,4,4,4,3,2
1.50059E+17,15005,93,11,1,10101,4,4,1,4,11,1
1.50059E+17,15005,93,11,2,10101,4,4,2,4,10,2
1.50059E+17,15005,93,11,3,10101,4,4,2,4,2,2
1.50051E+18,15005,114,11,1,10101,4,4,1,4,4,2
1.50051E+18,15005,114,11,2,10101,4,4,2,4,6,2
1.50342E+17,15034,18,11,1,10701,7,4,2,4,3,2
1.50342E+17,15034,18,11,2,10701,7,4,2,4,9,2
1.50342E+17,15034,18,11,3,10701,7,4,2,4,6,2
1.50344E+17,15034,38,11,1,10701,7,4,2,4,6,1
1.50344E+17,15034,38,11,2,10701,7,4,2,4,8,2
1.50344E+17,15034,38,11,3,10701,7,4,2,4,10,1
1.50346E+17,15034,60,11,1,10701,7,4,1,4,9,2
1.50346E+17,15034,60,11,2,10701,7,4,1,4,5,2
1.50341E+18,15034,102,11,1,10701,7,4,1,4,3,1
1.50341E+18,15034,102,11,2,10701,7,4,2,4,6,1
1.50341E+18,15034,137,11,1,10701,7,4,2,4,5,1
1.50341E+18,15034,137,11,2,10701,7,4,2,4,6,2
1.50341E+18,15034,137,11,3,10701,7,4,3,4,5,2
1.50341E+18,15034,137,11,4,10701,7,4,2,4,3,1
1.50375E+16,15037,5,11,1,10701,7,4,1,4,6,1
1.50375E+16,15037,5,11,2,10701,7,4,2,4,3,2
1.50375E+16,15037,5,11,3,10701,7,4,1,8,6,1
1.50375E+16,15037,5,11,4,10701,7,4,4,4,6,1
1.50371E+17,15037,14,11,1,10701,7,4,1,4,3,1
1.50372E+17,15037,23,11,1,10701,7,4,3,4,3,1
1.50372E+17,15037,23,11,2,10701,7,4,3,4,3,2
1.50372E+17,15037,23,11,3,10701,7,4,3,4,4,2
1.50372E+17,15037,23,11,4,10701,7,4,3,4,5,1
1.50374E+17,15037,44,11,1,10701,7,4,1,4,3,1
1.50375E+17,15037,51,11,1,10701,7,4,1,4,3,2
1.50375E+17,15037,51,11,2,10701,7,4,2,4,4,1
1.50376E+17,15037,58,11,1,10701,7,4,1,4,6,1
1.50723E+16,15072,3,11,1,10201,7,4,1,4,3,2
1.50723E+16,15072,3,11,2,10201,7,4,2,4,9,2
1.50722E+17,15072,18,11,1,10201,7,4,1,4,8,2
1.50722E+17,15072,18,11,2,10201,7,4,2,4,5,2
1.50722E+17,15072,18,11,3,10201,7,4,1,4,3,2
1.50722E+17,15072,18,11,4,10201,7,4,1,4,3,2
1.50725E+17,15072,49,11,1,10201,7,4,1,4,4,1
1.50726E+17,15072,64,11,1,10201,7,4,1,4,8,1
1.50726E+17,15072,64,11,2,10201,7,4,2,4,6,2
1.50726E+17,15072,64,11,3,10201,7,4,2,4,4,1
1.50726E+17,15072,64,11,4,10201,7,4,1,4,3,2
1.50728E+17,15072,82,11,1,10201,7,4,1,4,8,2
1.5073E+17,15072,95,11,1,10201,7,4,1,4,10,1
1.5073E+17,15072,95,11,2,10201,7,4,2,4,10,2
1.5073E+17,15072,95,11,3,10201,7,4,3,4,6,1
1.5073E+17,15072,95,11,5,10201,7,4,5,4,6,1
1.50845E+17,15084,45,11,1,10504,4,7,1,4,3,1
1.50845E+17,15084,45,11,2,10504,4,7,2,4,3,2
1.50845E+17,15084,46,11,1,10504,4,7,1,4,3,2
1.50845E+17,15084,47,11,1,10504,4,7,1,4,3,1
1.50845E+17,15084,47,11,2,10504,4,7,2,4,4,2
1.50845E+17,15084,48,11,1,10504,4,7,1,4,4,1
1.50845E+17,15084,48,11,2,10504,4,7,2,4,3,2
1.50845E+17,15084,48,11,3,10504,4,7,3,4,4,1
1.50841E+18,15084,141,11,1,10504,4,7,1,4,3,1
1.50841E+18,15084,141,11,2,10504,4,7,2,4,4,2
1.50841E+18,15084,141,11,3,10504,4,7,3,4,5,1
1.50841E+18,15084,141,11,4,10504,4,7,1,4,3,2
1.50841E+18,15084,141,11,5,10504,4,7,1,4,3,1
1.50841E+18,15084,142,11,1,10504,4,7,1,4,3,2
1.50841E+18,15084,143,11,1,10504,4,7,1,4,3,1
1.50841E+18,15084,144,11,1,10504,4,7,1,4,4,1
1.50841E+18,15084,144,11,2,10504,4,7,2,4,1,2
1.50841E+18,15084,144,11,3,10504,4,7,3,4,6,2
1.50841E+18,15084,144,11,4,10504,4,7,4,4,6,1
1.50841E+18,15084,144,11,5,10504,4,7,5,4,6,2
1.51001E+17,15100,13,11,1,10110,4,8,1,4,3,1
1.51001E+17,15100,13,11,2,10110,4,8,2,4,3,2
1.51001E+17,15100,14,11,1,10110,4,8,1,4,6,2
1.51001E+17,15100,14,11,2,10110,4,8,1,4,4,1
1.51001E+17,15100,14,11,3,10110,4,8,1,4,3,2
1.51002E+17,15100,15,11,1,10110,4,8,1,4,4,1
1.51002E+17,15100,15,11,2,10110,4,8,2,4,4,2
1.51002E+17,15100,15,11,3,10110,4,8,3,4,5,2
1.51002E+17,15100,15,11,4,10110,4,8,4,4,5,2
1.51002E+17,15100,15,11,5,10110,4,8,2,4,2,1
1.51002E+17,15100,16,11,1,10110,4,8,1,4,4,1
1.51002E+17,15100,16,11,2,10110,4,8,2,4,4,2
1.51002E+17,15100,16,11,3,10110,4,8,3,4,5,2
1.51002E+17,15100,16,11,4,10110,4,8,2,4,3,1
1.51003E+17,15100,29,11,1,10110,4,8,2,4,4,1
1.51003E+17,15100,29,11,2,10110,4,8,2,4,3,2
1.51003E+17,15100,29,11,3,10110,4,8,3,4,4,1
1.51003E+17,15100,29,11,4,10110,4,8,2,4,3,1
1.51003E+17,15100,30,11,1,10110,4,8,1,4,4,1
1.51003E+17,15100,30,11,2,10110,4,8,2,4,4,2
1.51003E+17,15100,30,11,3,10110,4,8,2,4,1,1
1.51003E+17,15100,31,11,1,10110,4,8,1,4,5,1
1.51003E+17,15100,31,11,2,10110,4,8,2,4,4,2
1.51003E+17,15100,31,11,3,10110,4,8,2,4,5,1
1.51003E+17,15100,31,11,4,10110,4,8,2,6,3,2
1.51003E+17,15100,31,11,5,10110,4,8,2,4,2,2
1.51004E+17,15100,36,11,1,10110,4,8,1,4,4,1
1.51004E+17,15100,36,11,2,10110,4,8,2,4,3,2
1.51004E+17,15100,36,11,3,10110,4,8,2,4,3,1
1.51103E+17,15110,25,11,1,10609,7,7,1,4,4,1
1.51103E+17,15110,25,11,2,10609,7,7,2,4,4,2
1.51103E+17,15110,25,11,3,10609,7,7,3,4,5,2
1.51103E+17,15110,25,11,4,10609,7,7,1,4,3,1
1.51103E+17,15110,26,11,1,10609,7,7,1,4,3,1
1.51103E+17,15110,26,11,2,10609,7,7,2,4,3,2
1.51103E+17,15110,26,11,3,10609,7,7,3,4,9,1
1.51103E+17,15110,26,11,4,10609,7,7,2,4,3,2
1.51103E+17,15110,27,11,1,10609,7,7,1,4,3,1
1.51103E+17,15110,27,11,2,10609,7,7,2,4,3,2
1.51103E+17,15110,28,11,1,10609,7,7,1,4,6,1
1.51103E+17,15110,28,11,2,10609,7,7,2,4,4,2
1.51103E+17,15110,28,11,3,10609,7,7,3,4,6,1
1.51103E+17,15110,28,11,4,10609,7,7,2,4,5,1
1.51103E+17,15110,28,11,5,10609,7,7,1,4,3,1
1.51103E+17,15110,28,11,6,10609,7,7,1,4,3,2
1.51105E+18,15110,520,11,1,10609,7,7,1,4,6,1
1.51105E+18,15110,520,11,2,10609,7,7,2,4,4,2
1.51105E+18,15110,520,11,3,10609,7,7,2,8,1,2
1.51105E+18,15110,520,11,4,10609,7,7,2,4,2,2
1.51105E+18,15110,521,11,1,10609,7,7,1,4,5,1
1.51105E+18,15110,521,11,2,10609,7,7,2,4,6,2
1.51105E+18,15110,521,11,3,10609,7,7,3,4,5,2
1.51105E+18,15110,521,11,4,10609,7,7,1,4,3,2
1.51105E+18,15110,522,11,1,10609,7,7,1,4,6,1
1.51105E+18,15110,522,11,2,10609,7,7,2,4,6,2
1.51105E+18,15110,522,11,3,10609,7,7,2,4,2,1
1.51105E+18,15110,524,11,1,10609,7,7,1,4,4,1
1.51105E+18,15110,524,11,2,10609,7,7,2,4,3,2
1.51105E+18,15110,524,11,3,10609,7,7,2,4,2,2
1.51152E+17,15115,21,11,1,10307,7,7,1,4,3,1
1.51152E+17,15115,21,11,2,10307,7,7,2,4,6,2
1.51152E+17,15115,21,11,3,10307,7,7,2,4,2,2
1.51152E+17,15115,23,11,1,10307,7,7,1,4,4,1
1.51152E+17,15115,23,11,2,10307,7,7,2,4,2,2
1.51152E+17,15115,24,11,1,10307,7,7,1,4,5,1
1.51152E+17,15115,24,11,2,10307,7,7,2,4,4,2
1.51152E+17,15115,24,11,3,10307,7,7,3,4,5,1
1.51159E+17,15115,92,11,1,10307,7,7,1,4,4,1
1.51159E+17,15115,92,11,2,10307,7,7,2,4,3,2
1.51159E+17,15115,92,11,3,10307,7,7,3,4,6,1
1.51159E+17,15115,93,11,1,10307,7,7,1,4,3,1
1.51159E+17,15115,93,11,2,10307,7,7,2,4,1,2
1.51159E+17,15115,93,11,3,10307,7,7,3,4,4,1
1.51159E+17,15115,93,11,4,10307,7,7,3,4,3,1
1.51159E+17,15115,94,11,1,10307,7,7,1,4,9,1
1.51159E+17,15115,94,11,2,10307,7,7,2,4,3,2
1.51159E+17,15115,94,11,3,10307,7,7,3,4,6,1
1.51159E+17,15115,94,11,4,10307,7,7,4,4,5,1
1.5116E+17,15115,95,11,1,10307,7,7,2,4,4,1
1.5116E+17,15115,95,11,2,10307,7,7,2,4,4,2
1.5116E+17,15115,96,11,1,10307,7,7,1,4,5,2
1.5116E+17,15115,96,11,2,10307,7,7,1,4,10,1
1.5116E+17,15115,96,11,3,10307,7,7,1,4,3,1
1.51292E+17,15129,16,11,1,10312,7,7,1,4,3,2
1.51292E+17,15129,16,11,2,10312,7,7,2,4,3,1
1.51291E+18,15129,142,11,1,10312,7,7,1,4,6,1
1.51291E+18,15129,142,11,2,10312,7,7,2,4,5,2
1.51291E+18,15129,142,11,3,10312,7,7,1,4,6,2
1.51291E+18,15129,142,11,4,10312,7,7,1,4,3,1
1.51291E+18,15129,143,11,1,10312,7,7,1,4,3,2
1.51291E+18,15129,143,11,2,10312,7,7,2,4,10,2
1.51291E+18,15129,143,11,3,10312,7,7,2,4,8,1
1.51291E+18,15129,143,11,4,10312,7,7,2,4,2,2
1.51291E+18,15129,143,11,5,10312,7,7,2,4,2,1
1.51291E+18,15129,144,11,1,10312,7,7,1,4,3,2
1.51291E+18,15129,145,11,1,10312,7,7,2,4,6,1
1.51291E+18,15129,145,11,2,10312,7,7,2,4,4,2
1.51291E+18,15129,145,11,3,10312,7,7,3,4,6,1
1.51291E+18,15129,145,11,4,10312,7,7,2,4,3,2
1.51291E+18,15129,146,11,1,10312,7,7,1,4,4,1
1.51291E+18,15129,146,11,2,10312,7,7,2,4,4,2
1.51291E+18,15129,146,11,3,10312,7,7,2,4,2,2
1.51291E+18,15129,146,11,4,10312,7,7,2,4,3,2
1.51291E+18,15129,147,11,1,10312,7,7,1,4,3,1
1.51291E+18,15129,147,11,2,10312,7,7,1,4,3,2
1.51291E+18,15129,147,11,3,10312,7,7,3,4,5,2
1.51291E+18,15129,147,11,4,10312,7,7,1,4,2,1
1.51291E+18,15129,148,11,1,10312,7,7,1,4,8,1
1.51291E+18,15129,148,11,2,10312,7,7,2,4,5,2
1.51529E+16,15152,9,11,1,10512,7,6,1,4,4,1
1.51529E+16,15152,9,11,2,10512,7,6,2,4,6,1
1.51529E+16,15152,9,11,3,10512,7,6,3,4,6,1
1.51521E+17,15152,12,11,1,10512,7,6,1,4,3,1
1.51521E+17,15152,12,11,2,10512,7,6,2,4,3,2
1.51521E+17,15152,12,11,3,10512,7,6,3,4,3,2
1.51521E+17,15152,12,11,4,10512,7,6,2,4,2,1
1.51522E+17,15152,15,11,1,10512,7,6,1,4,3,2
1.51522E+17,15152,15,11,2,10512,7,6,2,4,6,1
1.51522E+17,15152,15,11,3,10512,7,6,3,4,3,2
1.51522E+17,15152,15,11,4,10512,7,6,3,4,2,2
1.51523E+17,15152,27,11,1,10512,7,6,1,4,6,1
1.51523E+17,15152,27,11,2,10512,7,6,2,4,4,2
1.51523E+17,15152,27,11,3,10512,7,6,3,4,5,1
1.51523E+17,15152,27,11,4,10512,7,6,2,4,3,1
1.51524E+17,15152,40,11,1,10512,7,6,1,4,5,1
1.51524E+17,15152,40,11,2,10512,7,6,2,4,3,2
1.51524E+17,15152,40,11,3,10512,7,6,3,4,6,1
1.51524E+17,15152,40,11,4,10512,7,6,4,4,4,2
1.51527E+17,15152,70,11,1,10512,7,6,1,4,3,1
1.51527E+17,15152,70,11,2,10512,7,6,2,4,5,2
1.51521E+18,15152,119,11,1,10512,7,6,1,4,9,1
1.51521E+18,15152,119,11,2,10512,7,6,2,4,6,2
1.51521E+18,15152,119,11,3,10512,7,6,3,4,9,1
1.51521E+18,15152,135,11,1,10512,7,6,1,4,7,1
1.51521E+18,15152,135,11,2,10512,7,6,2,4,6,2
1.51521E+18,15152,135,11,3,10512,7,6,2,4,2,1
1.51608E+17,15160,81,11,1,10205,7,7,1,11,5,1
1.51608E+17,15160,81,11,2,10205,7,7,2,11,3,2
1.51608E+17,15160,82,11,1,10205,7,7,1,11,6,1
1.51608E+17,15160,82,11,2,10205,7,7,2,11,5,2
1.51608E+17,15160,82,11,3,10205,7,7,3,11,6,1
1.51608E+17,15160,82,11,4,10205,7,7,4,11,5,1
1.51608E+17,15160,82,11,5,10205,7,7,5,11,5,1
1.51608E+17,15160,82,11,6,10205,7,7,2,11,3,1
1.51608E+17,15160,82,11,7,10205,7,7,2,11,3,2
1.51608E+17,15160,82,11,8,10205,7,7,2,11,2,2
1.51608E+17,15160,82,11,9,10205,7,7,2,11,1,1
1.51608E+17,15160,83,11,1,10205,7,7,1,11,6,1
1.51608E+17,15160,83,11,2,10205,7,7,2,11,4,2
1.51608E+17,15160,83,11,3,10205,7,7,1,11,1,2
1.51608E+17,15160,84,11,1,10205,7,7,2,11,6,1
1.51608E+17,15160,84,11,2,10205,7,7,2,11,6,2
1.51608E+17,15160,84,11,3,10205,7,7,2,11,3,1
1.51608E+17,15160,84,11,4,10205,7,7,2,11,2,1
1.51608E+17,15160,84,11,5,10205,7,7,2,11,1,2
1.51602E+18,15160,191,11,1,10205,7,7,1,11,4,1
1.51602E+18,15160,191,11,2,10205,7,7,2,11,1,2
1.51602E+18,15160,191,11,3,10205,7,7,3,11,4,2
1.51602E+18,15160,191,11,4,10205,7,7,4,11,4,2
1.51602E+18,15160,191,11,5,10205,7,7,5,11,4,2
1.51602E+18,15160,193,11,1,10205,7,7,1,11,5,1
1.51602E+18,15160,193,11,2,10205,7,7,1,11,4,2
1.51602E+18,15160,193,11,3,10205,7,7,1,11,3,1
1.51602E+18,15160,193,11,4,10205,7,7,1,11,1,1
1.51602E+18,15160,195,11,1,10205,7,7,1,11,5,1
1.51602E+18,15160,195,11,2,10205,7,7,2,11,3,2
1.51602E+18,15160,195,11,3,10205,7,7,1,11,6,1
1.51602E+18,15160,195,11,4,10205,7,7,1,11,5,1
1.51602E+18,15160,195,11,5,10205,7,7,5,11,4,2
1.51602E+18,15160,195,11,6,10205,7,7,6,8,1,2
1.51602E+18,15160,195,11,7,10205,7,7,2,11,3,2
1.51602E+18,15160,196,11,1,10205,7,7,1,11,6,1
1.51602E+18,15160,196,11,2,10205,7,7,2,11,4,2
1.51602E+18,15160,196,11,3,10205,7,7,1,11,5,2
1.51602E+18,15160,196,11,4,10205,7,7,4,11,5,2
1.51602E+18,15160,196,11,5,10205,7,7,1,11,3,2
1.51602E+18,15160,196,11,6,10205,7,7,1,11,1,1
1.51693E+17,15169,33,11,1,10502,7,7,1,4,5,1
1.51693E+17,15169,33,11,2,10502,7,7,2,4,5,2
1.51693E+17,15169,34,11,1,10502,7,7,1,4,6,1
1.51693E+17,15169,34,11,2,10502,7,7,2,4,5,2
1.51694E+17,15169,36,11,1,10502,7,7,1,4,6,1
1.51694E+17,15169,36,11,2,10502,7,7,2,4,6,2
1.51694E+17,15169,36,11,3,10502,7,7,2,4,2,2
1.51691E+18,15169,149,11,1,10502,7,7,1,4,5,1
1.51691E+18,15169,149,11,2,10502,7,7,2,4,4,2
1.51691E+18,15169,149,11,3,10502,7,7,1,4,3,1
1.51691E+18,15169,149,11,4,10502,7,7,1,4,2,1
1.51692E+18,15169,150,11,1,10502,7,7,1,4,3,1
1.51692E+18,15169,150,11,2,10502,7,7,2,4,4,2
1.51692E+18,15169,151,11,1,10502,7,7,1,4,3,1
1.51692E+18,15169,151,11,2,10502,7,7,2,4,5,1
1.51692E+18,15169,151,11,3,10502,7,7,3,4,5,1
1.51692E+18,15169,151,11,4,10502,7,7,4,4,3,1
1.51692E+18,15169,151,11,5,10502,7,7,1,4,3,2
1.51692E+18,15169,152,11,1,10502,7,7,1,4,1,1
1.51692E+18,15169,152,11,2,10502,7,7,2,4,3,2
1.51692E+18,15169,152,11,3,10502,7,7,2,4,3,1
1.51692E+18,15169,152,11,4,10502,7,7,2,4,2,1
1.51909E+16,15190,9,11,1,21809,2,2,1,4,6,2
1.51909E+16,15190,9,11,2,21809,2,2,2,4,6,1
1.51909E+16,15190,9,11,3,21809,2,2,3,4,6,1
1.51903E+17,15190,25,11,1,21809,2,2,1,1,6,1
1.51903E+17,15190,25,11,2,21809,2,2,1,4,9,1
1.51906E+17,15190,58,11,1,21809,2,2,1,4,5,2
1.51906E+17,15190,58,11,2,21809,2,2,2,4,9,1
1.51906E+17,15190,58,11,3,21809,2,2,3,4,9,2
1.51907E+17,15190,74,11,1,21809,2,2,1,4,8,1
1.51907E+17,15190,74,11,2,21809,2,2,2,4,6,2
1.51907E+17,15190,74,11,3,21809,2,2,2,4,3,1
1.51907E+17,15190,74,11,5,21809,2,2,5,4,4,1
1.51907E+17,15190,74,11,6,21809,2,2,6,4,8,1
1.51907E+17,15190,74,11,7,21809,2,2,7,4,8,1
1.51909E+17,15190,91,11,1,21809,2,2,1,4,10,1
1.51909E+17,15190,91,11,2,21809,2,2,2,4,10,2
1.51909E+17,15190,91,11,3,21809,2,2,3,4,5,1
1.51909E+17,15190,91,11,4,21809,2,2,4,4,5,1
1.51909E+17,15190,91,11,5,21809,2,2,2,4,3,1
1.51901E+18,15190,107,11,1,21809,2,2,1,4,4,1
1.51901E+18,15190,107,11,2,21809,2,2,2,4,6,2
1.51901E+18,15190,107,11,3,21809,2,2,3,4,5,1
1.51901E+18,15190,107,11,4,21809,2,2,4,4,9,1
1.51901E+18,15190,140,11,1,21809,2,2,1,4,6,2
1.51901E+18,15190,140,11,2,21809,2,2,2,4,6,1
1.51901E+18,15190,140,11,3,21809,2,2,3,4,6,1
1.51901E+18,15190,140,11,4,21809,2,2,4,4,9,1
1.51901E+18,15190,140,11,5,21809,2,2,1,4,3,2
1.51902E+18,15190,157,11,1,21809,2,2,1,4,6,1
1.51902E+18,15190,157,11,2,21809,2,2,2,4,6,2
1.51902E+18,15190,157,11,3,21809,2,2,3,4,6,1
1.51902E+18,15190,157,11,4,21809,2,2,4,4,5,1
1.51902E+18,15190,157,11,5,21809,2,2,2,4,2,1
1.52272E+17,15227,16,11,1,21809,2,2,1,4,9,2
1.52272E+17,15227,16,11,2,21809,2,2,2,4,5,1
1.52272E+17,15227,16,11,3,21809,2,2,1,4,6,2
1.52273E+17,15227,32,11,1,21809,2,2,1,4,3,1
1.52273E+17,15227,32,11,2,21809,2,2,2,4,1,2
1.52273E+17,15227,32,11,3,21809,2,2,1,8,1,1
1.52274E+17,15227,44,11,1,21809,2,2,1,4,3,2
1.52274E+17,15227,44,11,2,21809,2,2,2,4,5,2
1.52277E+17,15227,65,11,1,21809,2,2,1,4,6,2
1.52277E+17,15227,65,11,2,21809,2,2,2,4,8,2
1.52277E+17,15227,65,11,3,21809,2,2,2,4,3,1
1.52277E+17,15227,65,11,4,21809,2,2,4,4,1,2
1.52278E+17,15227,81,11,1,21809,2,2,1,4,3,2
1.52278E+17,15227,81,11,2,21809,2,2,2,4,6,2
1.52278E+17,15227,81,11,3,21809,2,2,3,4,5,2
1.52271E+18,15227,113,11,1,21809,2,2,1,4,3,1
1.52455E+16,15245,5,11,1,21101,2,4,1,4,6,1
1.52455E+16,15245,5,11,2,21101,2,4,2,4,5,2
1.52451E+17,15245,12,11,1,21101,2,4,1,4,6,2
1.52451E+17,15245,12,11,2,21101,2,4,2,4,6,1
1.52451E+17,15245,12,11,3,21101,2,4,3,4,9,1
1.52451E+17,15245,12,11,4,21101,2,4,1,4,3,1
1.52453E+17,15245,27,11,1,21101,2,4,1,1,8,1
1.52453E+17,15245,27,11,2,21101,2,4,2,4,10,2
1.52453E+17,15245,27,11,3,21101,2,4,3,4,5,2
1.52453E+17,15245,34,11,1,21101,2,4,1,1,4,1
1.52453E+17,15245,34,11,2,21101,2,4,2,1,3,2
1.52454E+17,15245,42,11,1,21101,2,4,1,4,6,2
1.52454E+17,15245,42,11,2,21101,2,4,2,4,6,1
1.52454E+17,15245,42,11,3,21101,2,4,3,4,5,1
1.52455E+17,15245,49,11,1,21101,2,4,1,4,10,2
1.52455E+17,15245,49,11,2,21101,2,4,2,4,10,1
1.52455E+17,15245,49,11,3,21101,2,4,2,4,3,1
1.52492E+17,15249,17,11,1,21808,2,5,1,4,3,2
1.52492E+17,15249,17,11,2,21808,2,5,2,4,5,2
1.52492E+17,15249,17,11,3,21808,2,5,1,4,3,1
1.52494E+17,15249,38,11,1,21808,2,5,1,4,5,1
1.52494E+17,15249,38,11,2,21808,2,5,2,4,6,2
1.52494E+17,15249,38,11,3,21808,2,5,3,4,9,1
1.52494E+17,15249,38,11,4,21808,2,5,4,4,6,1
1.52494E+17,15249,38,11,5,21808,2,5,2,4,3,1
1.52496E+17,15249,58,11,1,21808,2,5,1,4,6,1
1.52498E+17,15249,79,11,1,21808,2,5,1,4,6,2
1.52498E+17,15249,79,11,2,21808,2,5,2,4,6,1
1.52498E+17,15249,79,11,4,21808,2,5,1,4,3,1
1.52491E+18,15249,100,11,1,21808,2,5,1,4,5,2
1.52491E+18,15249,100,11,2,21808,2,5,2,4,6,2
1.52491E+18,15249,100,11,3,21808,2,5,3,4,10,2
1.52491E+18,15249,100,11,4,21808,2,5,3,4,3,2
1.52492E+18,15249,162,11,1,21808,2,5,1,4,8,2
1.52492E+18,15249,162,11,2,21808,2,5,1,4,8,1
1.52492E+18,15249,162,11,3,21808,2,5,2,4,1,1
1.52602E+17,15260,17,11,1,20801,2,4,1,4,6,1
1.52602E+17,15260,17,11,2,20801,2,4,2,4,5,2
1.52602E+17,15260,23,11,1,20801,2,4,1,4,5,2
1.52602E+17,15260,23,11,2,20801,2,4,1,4,3,1
1.52602E+17,15260,23,11,3,20801,2,4,1,4,3,1
1.52604E+17,15260,36,11,1,20801,2,4,1,4,7,2
1.52604E+17,15260,36,11,2,20801,2,4,1,4,3,2
1.52604E+17,15260,36,11,3,20801,2,4,1,4,1,1
1.52606E+17,15260,61,11,1,20801,2,4,1,4,6,2
1.52606E+17,15260,61,11,2,20801,2,4,1,4,4,2
1.52606E+17,15260,61,11,3,20801,2,4,1,4,3,2
1.52606E+17,15260,61,11,4,20801,2,4,1,4,2,1
1.52606E+17,15260,61,11,5,20801,2,4,1,4,1,2
1.52601E+18,15260,114,11,1,20801,2,4,1,4,5,1
1.52601E+18,15260,114,11,2,20801,2,4,2,4,5,2
1.52601E+18,15260,144,11,1,20801,2,4,1,4,3,2
1.52742E+16,15274,2,11,1,21802,2,7,1,4,3,1
1.52742E+16,15274,2,11,2,21802,2,7,2,1,4,2
1.52742E+16,15274,2,11,3,21802,2,7,1,4,3,2
1.52742E+16,15274,2,11,4,21802,2,7,1,4,2,2
1.52742E+16,15274,2,11,5,21802,2,7,1,4,1,1
1.52744E+16,15274,4,11,1,21802,2,7,1,1,4,1
1.52744E+16,15274,4,11,2,21802,2,7,2,1,3,2
1.52744E+16,15274,4,11,3,21802,2,7,1,4,5,1
1.52744E+16,15274,4,11,4,21802,2,7,1,4,3,1
1.52744E+16,15274,4,11,5,21802,2,7,1,4,3,1
1.52745E+16,15274,5,11,1,21802,2,7,1,4,4,1
1.52745E+16,15274,5,11,2,21802,2,7,2,4,5,2
1.52745E+16,15274,5,11,3,21802,2,7,2,4,2,2
1.52749E+17,15274,85,11,1,21802,2,7,1,1,3,2
1.52749E+17,15274,86,11,1,21802,2,7,1,1,4,1
1.52749E+17,15274,86,11,2,21802,2,7,2,1,3,2
1.52749E+17,15274,87,11,1,21802,2,7,1,4,1,1
1.52749E+17,15274,87,11,2,21802,2,7,2,4,1,2
1.52749E+17,15274,87,11,3,21802,2,7,3,4,4,2
1.52749E+17,15274,87,11,4,21802,2,7,4,4,3,1
