ID,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P300A,P301A,P401H1,P401H2,P401H3,P401H4,P401H5,P507,P513T,P524A1
50071211110101441,5007,12,11,1,10101,4,4,4,6,2,2,2,2,2,4,40,200
50099811110101441,5009,98,11,1,10101,4,4,4,6,2,2,2,2,2,4,40,200
50099811210101442,5009,98,11,2,10101,4,4,4,6,2,2,2,2,2,4,40,200
50099811310101443,5009,98,11,3,10101,4,4,4,6,1,2,2,2,2,4,40,200
50099811410101442,5009,98,11,4,10101,4,4,4,6,2,2,2,2,2,4,40,200
500912611110101441,5009,126,11,1,10101,4,4,4,6,2,2,2,2,2,4,40,200
500912611210101441,5009,126,11,2,10101,4,4,4,6,2,2,2,2,2,4,40,200
500912611410101444,5009,126,11,4,10101,4,4,4,6,2,2,2,2,2,4,40,200
500912611510101445,5009,126,11,5,10101,4,4,4,6,2,2,2,2,2,4,40,200
5030511110201741,5030,5,11,1,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511210201742,5030,5,11,2,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511310201743,5030,5,11,3,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511410201744,5030,5,11,4,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511510201741,5030,5,11,5,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511610201741,5030,5,11,6,10201,7,4,4,6,2,2,2,2,2,4,40,200
5030511710201747,5030,5,11,7,10201,7,4,4,6,2,2,2,2,2,4,40,200
50301211110201741,5030,12,11,1,10201,7,4,4,6,2,2,2,2,2,4,40,200
50301211210201742,5030,12,11,2,10201,7,4,4,6,2,2,2,2,2,4,40,200
50301211310201743,5030,12,11,3,10201,7,4,4,6,2,2,2,2,2,4,40,200
50303011110201741,5030,30,11,1,10201,7,4,4,6,2,2,2,2,2,4,40,200
50303011210201742,5030,30,11,2,10201,7,4,4,6,2,2,2,2,2,4,40,200
50303011310201743,5030,30,11,3,10201,7,4,4,6,2,2,2,2,2,4,40,200
50303011410201741,5030,30,11,4,10201,7,4,4,6,2,2,2,2,2,4,40,200
50304711110201741,5030,47,11,1,10201,7,4,4,6,2,2,2,2,2,4,40,200
50304711210201741,5030,47,11,2,10201,7,4,4,6,2,2,2,2,2,4,40,200
50305511110201741,5030,55,11,1,10201,7,4,4,6,2,2,2,2,2,4,40,200
50305511210201742,5030,55,11,2,10201,7,4,4,6,2,2,2,2,2,4,40,200
50305511310201742,5030,55,11,3,10201,7,4,4,6,2,2,2,2,2,4,40,200
5035511110206751,5035,5,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
5035511210206752,5035,5,11,2,10206,7,5,4,6,2,2,2,2,2,4,40,200
5035511310206752,5035,5,11,3,10206,7,5,4,6,2,2,2,2,2,4,40,200
5035511410206752,5035,5,11,4,10206,7,5,4,6,2,2,2,2,2,4,40,200
50353211110206752,5035,32,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
50353211210206752,5035,32,11,2,10206,7,5,4,6,2,2,2,2,2,4,40,200
50354711110206751,5035,47,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
50357511110206751,5035,75,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
50357511210206752,5035,75,11,2,10206,7,5,4,6,2,2,2,2,1,4,40,200
50357511310206753,5035,75,11,3,10206,7,5,4,6,2,2,2,2,2,4,40,200
50357511410206753,5035,75,11,4,10206,7,5,4,6,2,2,2,2,2,4,40,200
50358911110206751,5035,89,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
50358911210206751,5035,89,11,2,10206,7,5,4,6,2,2,2,2,2,4,40,200
50358911310206751,5035,89,11,3,10206,7,5,4,6,2,2,2,2,2,4,40,200
503511711110206751,5035,117,11,1,10206,7,5,4,6,2,2,2,2,2,4,40,200
503511711210206752,5035,117,11,2,10206,7,5,4,6,2,2,2,2,2,4,40,200
503511711310206753,5035,117,11,3,10206,7,5,4,6,2,2,2,2,2,4,40,200
503511711410206751,5035,117,11,4,10206,7,5,4,6,2,2,2,2,2,4,40,200
50392211110701741,5039,22,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
50392211210701742,5039,22,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
50392211310701743,5039,22,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
50392211410701742,5039,22,11,4,10701,7,4,4,6,2,2,2,2,2,4,40,200
50392211510701742,5039,22,11,5,10701,7,4,4,6,2,2,2,2,2,4,40,200
50393711110701741,5039,37,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
50393711310701743,5039,37,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
50393711510701743,5039,37,11,5,10701,7,4,4,6,2,2,2,2,2,4,40,200
503910111110701741,5039,101,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
503910111210701742,5039,101,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
503910111310701743,5039,101,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
503910111410701744,5039,101,11,4,10701,7,4,4,6,2,2,2,2,2,4,40,200
503911411110701741,5039,114,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
503911411210701742,5039,114,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
503911411310701741,5039,114,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
503911411410701741,5039,114,11,4,10701,7,4,4,6,2,2,2,2,2,4,40,200
5049311110701741,5049,3,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
5049311210701742,5049,3,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
5049311310701742,5049,3,11,3,10701,7,4,4,6,2,2,1,2,1,4,40,200
5049311410701744,5049,3,11,4,10701,7,4,4,6,2,2,2,2,2,4,40,200
50491911110701741,5049,19,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
50491911210701742,5049,19,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
50491911310701742,5049,19,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
50492411110701741,5049,24,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
50492411210701742,5049,24,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
50492411310701743,5049,24,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
50492811110701741,5049,28,11,1,10701,7,4,4,6,2,2,2,1,2,4,40,200
50493511110701741,5049,35,11,1,10701,7,4,4,6,2,2,2,2,2,4,40,200
50493511210701742,5049,35,11,2,10701,7,4,4,6,2,2,2,2,2,4,40,200
50493511310701742,5049,35,11,3,10701,7,4,4,6,2,2,2,2,2,4,40,200
50579311110307751,5057,93,11,1,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311210307752,5057,93,11,2,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311310307753,5057,93,11,3,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311410307751,5057,93,11,4,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311510307755,5057,93,11,5,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311610307756,5057,93,11,6,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311710307756,5057,93,11,7,10307,7,5,4,6,2,2,2,2,2,4,40,200
50579311810307756,5057,93,11,8,10307,7,5,4,6,2,2,2,2,2,4,40,200
505710711110307751,5057,107,11,1,10307,7,5,4,6,2,2,2,2,2,4,40,200
505710711210307751,5057,107,11,2,10307,7,5,4,6,2,2,2,2,2,4,40,200
50611011110502451,5061,10,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
50611011210502452,5061,10,11,2,10502,4,5,4,6,2,2,2,2,2,4,40,200
50611011310502453,5061,10,11,3,10502,4,5,4,6,2,2,2,2,2,4,40,200
50611011410502452,5061,10,11,4,10502,4,5,4,6,2,2,2,2,2,4,40,200
50612211110502451,5061,22,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
50613411110502451,5061,34,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
50613411210502452,5061,34,11,2,10502,4,5,4,6,2,2,2,2,2,4,40,200
50613411310502452,5061,34,11,3,10502,4,5,4,6,2,2,2,2,1,4,40,200
50615811110502451,5061,58,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
50615811210502452,5061,58,11,2,10502,4,5,4,6,2,2,2,2,2,4,40,200
50615811310502453,5061,58,11,3,10502,4,5,4,6,2,2,2,2,2,4,40,200
50615811410502454,5061,58,11,4,10502,4,5,4,6,2,2,2,2,2,4,40,200
50617011110502451,5061,70,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
50617011210502452,5061,70,11,2,10502,4,5,4,6,2,2,2,2,2,4,40,200
50617011310502452,5061,70,11,3,10502,4,5,4,6,2,2,2,2,2,4,40,200
50618311110502451,5061,83,11,1,10502,4,5,4,6,2,2,2,2,2,4,40,200
5079111110401781,5079,1,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079211110401781,5079,2,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079211210401781,5079,2,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079211310401781,5079,2,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079411110401781,5079,4,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079411210401782,5079,4,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079411310401782,5079,4,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079511110401782,5079,5,11,1,10401,7,8,4,6,1,2,2,2,2,4,40,200
5079511210401782,5079,5,11,2,10401,7,8,4,6,1,2,2,2,2,4,40,200
5079511310401783,5079,5,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
5079511410401782,5079,5,11,4,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793211110401781,5079,32,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793211210401782,5079,32,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793211310401782,5079,32,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793211410401782,5079,32,11,4,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793311110401781,5079,33,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793311210401782,5079,33,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793511110401781,5079,35,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793511210401782,5079,35,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793511310401783,5079,35,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793611110401781,5079,36,11,1,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793611210401782,5079,36,11,2,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793611310401782,5079,36,11,3,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793611410401782,5079,36,11,4,10401,7,8,4,6,2,2,2,2,2,4,40,200
50793611510401782,5079,36,11,5,10401,7,8,4,6,2,2,2,2,2,4,40,200
51027511110701771,5102,75,11,1,10701,7,7,4,6,2,2,2,2,2,4,40,200
51027511210701772,5102,75,11,2,10701,7,7,4,6,2,2,2,2,2,4,40,200
51027511310701773,5102,75,11,3,10701,7,7,4,6,2,2,2,2,2,4,40,200
51027511410701774,5102,75,11,4,10701,7,7,4,6,2,2,2,2,2,4,40,200
51027511510701775,5102,75,11,5,10701,7,7,4,6,2,2,2,2,2,4,40,200
51027711110701772,5102,77,11,1,10701,7,7,4,6,2,2,2,2,1,4,40,200
51027711210701772,5102,77,11,2,10701,7,7,4,6,2,2,2,2,1,4,40,200
510217611110701771,5102,176,11,1,10701,7,7,4,6,2,2,2,2,1,4,40,200
510217611210701771,5102,176,11,2,10701,7,7,4,6,2,2,2,2,2,4,40,200
510217711110701771,5102,177,11,1,10701,7,7,4,6,2,2,2,2,2,4,40,200
510217711210701772,5102,177,11,2,10701,7,7,4,6,2,2,2,2,2,4,40,200
510217711310701771,5102,177,11,3,10701,7,7,4,6,2,2,2,2,2,4,40,200
510217711410701771,5102,177,11,4,10701,7,7,4,6,2,2,2,2,2,4,40,200
510218011110701771,5102,180,11,1,10701,7,7,4,6,1,2,2,2,2,4,40,200
510218011210701772,5102,180,11,2,10701,7,7,4,6,2,2,2,2,2,4,40,200
510218011310701773,5102,180,11,3,10701,7,7,4,6,2,2,2,2,2,4,40,200
510219111110701771,5102,191,11,1,10701,7,7,4,6,2,2,2,2,2,4,40,200
510219111210701772,5102,191,11,2,10701,7,7,4,6,2,2,2,2,2,4,40,200
510219111310701773,5102,191,11,3,10701,7,7,4,6,2,2,2,2,2,4,40,200
510219111410701774,5102,191,11,4,10701,7,7,4,6,2,2,2,2,2,4,40,200
5135211110510461,5135,2,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
5135211210510461,5135,2,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
5135211310510461,5135,2,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
5135211410510464,5135,2,11,4,10510,4,6,4,6,2,2,2,2,2,4,40,200
51352011110510461,5135,20,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51352011210510462,5135,20,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51353011110510461,5135,30,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51353011210510462,5135,30,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51353011310510463,5135,30,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811110510461,5135,48,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811210510462,5135,48,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811310510463,5135,48,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811410510464,5135,48,11,4,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811510510462,5135,48,11,5,10510,4,6,4,6,2,2,2,2,2,4,40,200
51354811610510462,5135,48,11,6,10510,4,6,4,6,2,2,2,2,2,4,40,200
51355811110510461,5135,58,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51355811210510462,5135,58,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51355811310510462,5135,58,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
51355811410510462,5135,58,11,4,10510,4,6,4,6,2,2,2,2,2,4,40,200
51355811510510462,5135,58,11,5,10510,4,6,4,6,2,2,1,2,2,4,40,200
51358211110510461,5135,82,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51358211210510462,5135,82,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51358211310510462,5135,82,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
51358211410510464,5135,82,11,4,10510,4,6,4,6,2,2,2,2,2,4,40,200
51358211510510462,5135,82,11,5,10510,4,6,4,6,2,2,2,2,2,4,40,200
51358211610510462,5135,82,11,6,10510,4,6,4,6,2,2,2,2,2,4,40,200
51359611110510461,5135,96,11,1,10510,4,6,4,6,2,2,2,2,2,4,40,200
51359611210510462,5135,96,11,2,10510,4,6,4,6,2,2,2,2,2,4,40,200
51359611310510463,5135,96,11,3,10510,4,6,4,6,2,2,2,2,2,4,40,200
51359611410510464,5135,96,11,4,10510,4,6,4,6,2,2,2,2,2,4,40,200
51359611510510462,5135,96,11,5,10510,4,6,4,6,2,2,2,2,2,4,40,200
51382511110513471,5138,25,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382511210513472,5138,25,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382511310513473,5138,25,11,3,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811110513471,5138,28,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811210513472,5138,28,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811310513473,5138,28,11,3,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811410513471,5138,28,11,4,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811510513475,5138,28,11,5,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811610513476,5138,28,11,6,10513,4,7,4,6,2,2,2,2,2,4,40,200
51382811710513476,5138,28,11,7,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811111110513471,5138,111,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811111210513472,5138,111,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811111310513472,5138,111,11,3,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811111410513474,5138,111,11,4,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811111510513471,5138,111,11,5,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811811110513471,5138,118,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811811210513471,5138,118,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811811310513471,5138,118,11,3,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811811410513471,5138,118,11,4,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811911110513471,5138,119,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811911210513472,5138,119,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
513811911310513472,5138,119,11,3,10513,4,7,4,6,2,2,2,2,1,4,40,200
513811911410513474,5138,119,11,4,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011110513471,5138,120,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011210513472,5138,120,11,2,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011310513473,5138,120,11,3,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011410513474,5138,120,11,4,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011510513475,5138,120,11,5,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011610513471,5138,120,11,6,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011710513471,5138,120,11,7,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812011810513478,5138,120,11,8,10513,4,7,4,6,2,2,2,2,2,4,40,200
513812111110513471,5138,121,11,1,10513,4,7,4,6,2,2,2,2,2,4,40,200
51851611121801221,5185,16,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51851611221801222,5185,16,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51851611321801223,5185,16,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51853011121801222,5185,30,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51853011221801222,5185,30,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51853011321801223,5185,30,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51854111121801221,5185,41,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811121801221,5185,78,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811221801222,5185,78,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811321801223,5185,78,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811421801222,5185,78,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811521801225,5185,78,11,5,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811621801226,5185,78,11,6,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811721801226,5185,78,11,7,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811821801228,5185,78,11,8,21801,2,2,4,6,2,2,2,2,2,4,40,200
51857811921801229,5185,78,11,9,21801,2,2,4,6,2,2,2,2,2,4,40,200
518578111021801229,5185,78,11,10,21801,2,2,4,6,2,2,2,2,2,4,40,200
518578111121801229,5185,78,11,11,21801,2,2,4,6,2,2,2,2,2,4,40,200
518510211121801221,5185,102,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
518510211221801222,5185,102,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
5186511121801221,5186,5,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
5186511221801221,5186,5,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
5186511321801222,5186,5,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51861611121801221,5186,16,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51861611221801222,5186,16,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51862811121801221,5186,28,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51862811221801222,5186,28,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51862811321801223,5186,28,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51862811421801224,5186,28,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
51862811521801225,5186,28,11,5,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811121801221,5186,38,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811221801222,5186,38,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811321801223,5186,38,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811421801224,5186,38,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811521801225,5186,38,11,5,21801,2,2,4,6,2,2,2,2,2,4,40,200
51863811621801224,5186,38,11,6,21801,2,2,4,6,2,2,2,2,2,4,40,200
51865011121801221,5186,50,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51865011221801222,5186,50,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51865011321801223,5186,50,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51866212121801221,5186,62,12,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51866212221801222,5186,62,12,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51866222121801221,5186,62,22,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51866222221801222,5186,62,22,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311121801221,5186,73,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311221801222,5186,73,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311321801223,5186,73,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311421801224,5186,73,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311521801222,5186,73,11,5,21801,2,2,4,6,2,2,2,2,2,4,40,200
51867311621801226,5186,73,11,6,21801,2,2,4,6,2,2,2,2,2,4,40,200
51869511121801221,5186,95,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51917611121801221,5191,76,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51917611221801222,5191,76,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51918911121801221,5191,89,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
51918911221801222,5191,89,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
51918911321801223,5191,89,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
51918911421801222,5191,89,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
519111611121801221,5191,116,11,1,21801,2,2,4,6,1,1,2,2,2,4,40,200
519111611221801222,5191,116,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011121801221,5191,130,11,1,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011221801222,5191,130,11,2,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011321801223,5191,130,11,3,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011421801224,5191,130,11,4,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011521801223,5191,130,11,5,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011621801226,5191,130,11,6,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011721801226,5191,130,11,7,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011821801228,5191,130,11,8,21801,2,2,4,6,2,2,2,2,2,4,40,200
519113011921801229,5191,130,11,9,21801,2,2,4,6,2,2,2,2,2,4,40,200
5191130111021801229,5191,130,11,10,21801,2,2,4,6,2,2,2,2,2,4,40,200
5191130111121801229,5191,130,11,11,21801,2,2,4,6,2,2,2,2,2,4,40,200
52121111121809221,5212,11,11,1,21809,2,2,4,6,1,2,2,2,2,4,40,200
52124911121809221,5212,49,11,1,21809,2,2,4,6,2,2,2,2,2,4,40,200
52124911221809222,5212,49,11,2,21809,2,2,4,6,2,2,2,2,2,4,40,200
52124911321809223,5212,49,11,3,21809,2,2,4,6,2,2,2,2,2,4,40,200
52124911421809222,5212,49,11,4,21809,2,2,4,6,2,2,2,2,2,4,40,200
52127511121809221,5212,75,11,1,21809,2,2,4,6,2,2,2,2,2,4,40,200
52127511221809222,5212,75,11,2,21809,2,2,4,6,2,2,2,2,2,4,40,200
52127511321809221,5212,75,11,3,21809,2,2,4,6,2,2,2,2,2,4,40,200
521210111121809221,5212,101,11,1,21809,2,2,4,6,2,2,2,2,2,4,40,200
521210111221809222,5212,101,11,2,21809,2,2,4,6,2,2,2,2,2,4,40,200
521210111321809223,5212,101,11,3,21809,2,2,4,6,2,2,2,2,2,4,40,200
521211311121809221,5212,113,11,1,21809,2,2,4,6,2,2,2,2,2,4,40,200
521211311221809222,5212,113,11,2,21809,2,2,4,6,2,2,2,2,2,4,40,200
521211311321809223,5212,113,11,3,21809,2,2,4,6,2,2,2,2,2,4,40,200
521211311421809223,5212,113,11,4,21809,2,2,4,6,2,2,2,2,2,4,40,200
52251311120804251,5225,13,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
52251311220804252,5225,13,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52251311320804253,5225,13,11,3,20804,2,5,4,6,2,2,2,2,2,4,40,200
52251311420804254,5225,13,11,4,20804,2,5,4,6,2,2,2,2,2,4,40,200
52251311520804254,5225,13,11,5,20804,2,5,4,6,2,2,2,2,2,4,40,200
52252911120804251,5225,29,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
52252911220804252,5225,29,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52252911320804252,5225,29,11,3,20804,2,5,4,6,2,2,2,2,2,4,40,200
52254611120804253,5225,46,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
52254611220804253,5225,46,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52254611320804253,5225,46,11,3,20804,2,5,4,6,2,2,2,2,2,4,40,200
52254611420804253,5225,46,11,4,20804,2,5,4,6,2,2,2,2,2,4,40,200
52254611520804253,5225,46,11,5,20804,2,5,4,6,2,2,2,2,2,4,40,200
52256311120804251,5225,63,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
52256311220804252,5225,63,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52256311320804253,5225,63,11,3,20804,2,5,4,6,2,2,2,2,2,4,40,200
52256311420804254,5225,63,11,4,20804,2,5,4,6,2,2,2,2,2,4,40,200
52259411120804251,5225,94,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
52259411220804252,5225,94,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52259411320804253,5225,94,11,3,20804,2,5,4,6,2,2,2,2,2,4,40,200
52259411420804253,5225,94,11,4,20804,2,5,4,6,2,2,2,2,2,4,40,200
522511111120804251,5225,111,11,1,20804,2,5,4,6,2,2,2,2,2,4,40,200
522511111220804251,5225,111,11,2,20804,2,5,4,6,2,2,2,2,2,4,40,200
52351011121501561,5235,10,11,1,21501,5,6,4,6,2,2,2,2,2,4,40,200
52351011221501562,5235,10,11,2,21501,5,6,4,6,2,2,2,2,2,4,40,200
52354911121501561,5235,49,11,1,21501,5,6,4,6,2,2,2,2,2,4,40,200
52354911221501562,5235,49,11,2,21501,5,6,4,6,2,2,2,2,2,4,40,200
52354911321501563,5235,49,11,3,21501,5,6,4,6,2,2,2,2,2,4,40,200
52354911421501562,5235,49,11,4,21501,5,6,4,6,2,2,2,2,2,4,40,200
