ID,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P300A,P301A,P401H1,P401H2,P401H3,P401H4,P401H5,P507,P513T,P524A1
632216011181212672,6322,160,11,1,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011281212672,6322,160,11,2,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011381212673,6322,160,11,3,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011481212673,6322,160,11,4,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011581212675,6322,160,11,5,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011681212673,6322,160,11,6,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011781212672,6322,160,11,7,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216011881212672,6322,160,11,8,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216311181212671,6322,163,11,1,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216311281212671,6322,163,11,2,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216311381212671,6322,163,11,3,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216311481212671,6322,163,11,4,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216311581212671,6322,163,11,5,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216611181212671,6322,166,11,1,81212,6,7,4,6,2,2,2,2,2,4,40,200
632216611281212672,6322,166,11,2,81212,6,7,4,6,2,2,2,2,2,4,40,200
635217011180603681,6352,170,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217011280603682,6352,170,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217011380603683,6352,170,11,3,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217411180603681,6352,174,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217411280603682,6352,174,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217411380603683,6352,174,11,3,80603,6,8,4,6,2,2,2,2,2,4,40,200
635217411480603684,6352,174,11,4,80603,6,8,4,6,2,2,2,2,1,4,40,200
635233711180603681,6352,337,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635233711280603682,6352,337,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635233711380603683,6352,337,11,3,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234211180603681,6352,342,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234211280603682,6352,342,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234311180603681,6352,343,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234311280603682,6352,343,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234311380603683,6352,343,11,3,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234311480603682,6352,343,11,4,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234711180603681,6352,347,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234711280603682,6352,347,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
635234711380603682,6352,347,11,3,80603,6,8,4,6,2,2,1,1,1,4,40,200
635234711480603684,6352,347,11,4,80603,6,8,4,6,2,2,2,2,2,4,40,200
635235111180603681,6352,351,11,1,80603,6,8,4,6,2,2,2,2,2,4,40,200
635235111280603682,6352,351,11,2,80603,6,8,4,6,2,2,2,2,2,4,40,200
6360111190101541,6360,1,11,1,90101,5,4,4,6,2,2,2,2,2,4,40,200
63601711190101541,6360,17,11,1,90101,5,4,4,6,2,2,2,2,2,4,40,200
63609711190101541,6360,97,11,1,90101,5,4,4,6,2,2,2,2,2,4,40,200
63609711290101542,6360,97,11,2,90101,5,4,4,6,2,2,2,2,2,4,40,200
63609711390101542,6360,97,11,3,90101,5,4,4,6,2,2,2,2,2,4,40,200
63609711490101542,6360,97,11,4,90101,5,4,4,6,2,2,2,2,2,4,40,200
63609711590101542,6360,97,11,5,90101,5,4,4,6,2,2,2,2,2,4,40,200
636012811190101541,6360,128,11,1,90101,5,4,4,6,2,2,2,2,2,4,40,200
636012811290101542,6360,128,11,2,90101,5,4,4,6,2,2,2,2,2,4,40,200
636012811390101542,6360,128,11,3,90101,5,4,4,6,2,2,2,2,2,4,40,200
63742611190118541,6374,26,11,1,90118,5,4,4,6,2,2,2,2,2,4,40,200
63742611290118541,6374,26,11,2,90118,5,4,4,6,2,2,2,2,2,4,40,200
63745811190118541,6374,58,11,1,90118,5,4,4,6,2,2,2,2,2,4,40,200
63745811290118542,6374,58,11,2,90118,5,4,4,6,2,2,2,2,2,4,40,200
63748611190118541,6374,86,11,1,90118,5,4,4,6,2,2,2,2,2,4,40,200
63748611290118541,6374,86,11,2,90118,5,4,4,6,2,2,2,2,2,4,40,200
637410211190118541,6374,102,11,1,90118,5,4,4,6,2,2,2,2,2,4,40,200
637410211290118542,6374,102,11,2,90118,5,4,4,6,2,2,2,2,2,4,40,200
637410211390118541,6374,102,11,3,90118,5,4,4,6,2,2,2,2,2,4,40,200
64012811190703571,6401,28,11,1,90703,5,7,4,6,2,2,2,2,1,4,40,200
64013411190703571,6401,34,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
64013711190703571,6401,37,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
64013711290703572,6401,37,11,2,90703,5,7,4,6,2,2,2,2,2,4,40,200
64013711390703573,6401,37,11,3,90703,5,7,4,6,2,2,2,2,2,4,40,200
64013711490703572,6401,37,11,4,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136011190703571,6401,360,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136011290703572,6401,360,11,2,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136011390703573,6401,360,11,3,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136611190703571,6401,366,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136611290703572,6401,366,11,2,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136611390703573,6401,366,11,3,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136611490703573,6401,366,11,4,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136711190703571,6401,367,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136711290703572,6401,367,11,2,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136711390703573,6401,367,11,3,90703,5,7,4,6,2,2,2,2,2,4,40,200
640136711490703574,6401,367,11,4,90703,5,7,4,6,2,2,1,2,1,4,40,200
640136811190703571,6401,368,11,1,90703,5,7,4,6,2,2,2,2,2,4,40,200
64308611190206571,6430,86,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308611290206571,6430,86,11,2,90206,5,7,4,6,2,2,2,2,1,4,40,200
64308711190206571,6430,87,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308711290206572,6430,87,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308711390206573,6430,87,11,3,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308711490206574,6430,87,11,4,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308711590206575,6430,87,11,5,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308711690206576,6430,87,11,6,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308911190206571,6430,89,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308911290206572,6430,89,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308911390206573,6430,89,11,3,90206,5,7,4,6,2,2,2,2,2,4,40,200
64308911490206574,6430,89,11,4,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711190206571,6430,167,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711290206572,6430,167,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711390206573,6430,167,11,3,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711490206574,6430,167,11,4,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711590206571,6430,167,11,5,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016711690206571,6430,167,11,6,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016811190206571,6430,168,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
643016811290206572,6430,168,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011190206571,6430,170,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011290206572,6430,170,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011390206573,6430,170,11,3,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011490206571,6430,170,11,4,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011590206571,6430,170,11,5,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017011690206571,6430,170,11,6,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211190206571,6430,172,11,1,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211290206572,6430,172,11,2,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211390206573,6430,172,11,3,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211490206574,6430,172,11,4,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211590206575,6430,172,11,5,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211690206576,6430,172,11,6,90206,5,7,4,6,2,2,2,2,2,4,40,200
643017211790206575,6430,172,11,7,90206,5,7,4,6,2,2,2,2,2,4,40,200
64451911190116571,6445,19,11,1,90116,5,7,4,6,2,2,2,2,2,4,40,200
64451911290116572,6445,19,11,2,90116,5,7,4,6,2,2,2,2,2,4,40,200
64451911390116573,6445,19,11,3,90116,5,7,4,6,2,2,2,2,2,4,40,200
64451911490116574,6445,19,11,4,90116,5,7,4,6,2,2,2,2,2,4,40,200
64451911590116575,6445,19,11,5,90116,5,7,4,6,2,2,2,2,2,4,40,200
64452411190116571,6445,24,11,1,90116,5,7,4,6,2,2,2,2,2,4,40,200
64452411290116572,6445,24,11,2,90116,5,7,4,6,1,2,2,2,1,4,40,200
64452811190116571,6445,28,11,1,90116,5,7,4,6,2,2,2,2,2,4,40,200
64452811290116572,6445,28,11,2,90116,5,7,4,6,2,2,2,2,2,4,40,200
64452811390116573,6445,28,11,3,90116,5,7,4,6,2,2,2,2,2,4,40,200
644513611190116571,6445,136,11,1,90116,5,7,4,6,2,1,2,2,1,4,40,200
644513611290116571,6445,136,11,2,90116,5,7,4,6,2,1,1,2,1,4,40,200
644513611390116571,6445,136,11,3,90116,5,7,4,6,1,1,2,1,1,4,40,200
644513911190116571,6445,139,11,1,90116,5,7,4,6,2,2,2,2,2,4,40,200
644513911290116572,6445,139,11,2,90116,5,7,4,6,2,2,2,2,2,4,40,200
644513911390116573,6445,139,11,3,90116,5,7,4,6,2,2,2,2,2,4,40,200
644513911490116571,6445,139,11,4,90116,5,7,4,6,2,2,2,2,2,4,40,200
6483311190306571,6483,3,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
6483311290306572,6483,3,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
6483311390306573,6483,3,11,3,90306,5,7,4,6,2,2,2,2,2,4,40,200
6483311490306571,6483,3,11,4,90306,5,7,4,6,2,2,2,2,2,4,40,200
6483311590306572,6483,3,11,5,90306,5,7,4,6,2,2,2,2,2,4,40,200
64831711190306571,6483,17,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
64831711290306572,6483,17,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832511190306571,6483,25,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832511290306572,6483,25,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832511490306573,6483,25,11,4,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832511590306572,6483,25,11,5,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832511690306572,6483,25,11,6,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832711190306571,6483,27,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832711290306572,6483,27,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832711390306573,6483,27,11,3,90306,5,7,4,6,2,2,2,2,2,4,40,200
64832711490306572,6483,27,11,4,90306,5,7,4,6,2,2,2,2,2,4,40,200
648327411190306571,6483,274,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
648327611190306571,6483,276,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
648327611290306572,6483,276,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
648327611390306573,6483,276,11,3,90306,5,7,4,6,2,2,2,2,2,4,40,200
648329711190306571,6483,297,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
648329711290306572,6483,297,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
648330411190306571,6483,304,11,1,90306,5,7,4,6,2,2,2,2,2,4,40,200
648330411290306572,6483,304,11,2,90306,5,7,4,6,2,2,2,2,2,4,40,200
65076111100101521,6507,6,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
65076112100101522,6507,6,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
65076113100101523,6507,6,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
650712111100101521,6507,12,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
650712112100101522,6507,12,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
650712113100101523,6507,12,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
650712114100101524,6507,12,11,4,100101,5,2,4,6,2,2,2,2,2,4,40,200
650719111100101521,6507,19,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
650719112100101522,6507,19,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
650719113100101523,6507,19,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
650725111100101521,6507,25,11,1,100101,5,2,4,6,1,2,2,2,2,4,40,200
650745111100101521,6507,45,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
650745112100101522,6507,45,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
650745113100101523,6507,45,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
650745114100101524,6507,45,11,4,100101,5,2,4,6,2,2,2,2,2,4,40,200
650758111100101521,6507,58,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
650758112100101522,6507,58,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
650758113100101523,6507,58,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
650766111100101521,6507,66,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
650766112100101521,6507,66,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536111100101521,6515,36,11,1,100101,5,2,4,6,2,2,2,1,2,4,40,200
651536112100101522,6515,36,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536113100101523,6515,36,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536114100101524,6515,36,11,4,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536115100101524,6515,36,11,5,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536116100101524,6515,36,11,6,100101,5,2,4,6,2,2,2,2,2,4,40,200
651536117100101524,6515,36,11,7,100101,5,2,4,6,2,2,2,2,2,4,40,200
651566111100101521,6515,66,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
651566112100101522,6515,66,11,2,100101,5,2,4,6,2,2,2,1,2,4,40,200
651566113100101523,6515,66,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515107111100101521,6515,107,11,1,100101,5,2,4,6,2,1,2,1,2,4,40,200
6515107112100101522,6515,107,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515107113100101523,6515,107,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515107114100101524,6515,107,11,4,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515121111100101521,6515,121,11,1,100101,5,2,4,6,1,2,2,1,2,4,40,200
6515121112100101522,6515,121,11,2,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515137111100101521,6515,137,11,1,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515137112100101521,6515,137,11,2,100101,5,2,4,6,1,2,1,2,2,4,40,200
6515137113100101523,6515,137,11,3,100101,5,2,4,6,2,2,2,2,2,4,40,200
6515137114100101523,6515,137,11,4,100101,5,2,4,6,2,2,2,2,2,4,40,200
652714111100102521,6527,14,11,1,100102,5,2,4,6,2,2,2,2,2,4,40,200
652714112100102522,6527,14,11,2,100102,5,2,4,6,2,2,2,2,2,4,40,200
652714113100102523,6527,14,11,3,100102,5,2,4,6,2,2,2,2,2,4,40,200
652714114100102524,6527,14,11,4,100102,5,2,4,6,2,2,2,2,2,4,40,200
652730111100102521,6527,30,11,1,100102,5,2,4,6,2,2,2,2,2,4,40,200
652730112100102522,6527,30,11,2,100102,5,2,4,6,2,2,2,2,2,4,40,200
652730113100102523,6527,30,11,3,100102,5,2,4,6,2,2,2,2,2,4,40,200
652792111100102521,6527,92,11,1,100102,5,2,4,6,2,2,2,2,2,4,40,200
652792112100102522,6527,92,11,2,100102,5,2,4,6,2,2,2,2,2,4,40,200
6527108111100102521,6527,108,11,1,100102,5,2,4,6,2,2,2,2,2,4,40,200
6527108112100102522,6527,108,11,2,100102,5,2,4,6,2,2,2,2,2,4,40,200
6527108113100102521,6527,108,11,3,100102,5,2,4,6,1,2,2,2,2,4,40,200
6527136111100102521,6527,136,11,1,100102,5,2,4,6,2,2,2,2,2,4,40,200
655422111100501551,6554,22,11,1,100501,5,5,4,6,2,2,2,2,2,4,40,200
655422112100501551,6554,22,11,2,100501,5,5,4,6,2,2,2,2,2,4,40,200
655447111100501551,6554,47,11,1,100501,5,5,4,6,2,2,2,2,2,4,40,200
655447112100501552,6554,47,11,2,100501,5,5,4,6,2,2,2,2,2,4,40,200
655460111100501551,6554,60,11,1,100501,5,5,4,6,2,2,2,2,2,4,40,200
655460112100501552,6554,60,11,2,100501,5,5,4,6,2,2,2,2,2,4,40,200
655460113100501553,6554,60,11,3,100501,5,5,4,6,2,2,2,2,2,4,40,200
6554111111100501551,6554,111,11,1,100501,5,5,4,6,2,2,2,2,2,4,40,200
6554111112100501552,6554,111,11,2,100501,5,5,4,6,2,2,2,2,2,4,40,200
656713111100207551,6567,13,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656713112100207552,6567,13,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656713113100207552,6567,13,11,3,100207,5,5,4,6,2,2,2,2,2,4,40,200
656713114100207552,6567,13,11,4,100207,5,5,4,6,2,2,2,2,2,4,40,200
656722111100207551,6567,22,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656722112100207552,6567,22,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656722113100207553,6567,22,11,3,100207,5,5,4,6,2,2,2,2,2,4,40,200
656730111100207551,6567,30,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656730112100207552,6567,30,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656730113100207551,6567,30,11,3,100207,5,5,4,6,2,2,2,2,2,4,40,200
656730114100207554,6567,30,11,4,100207,5,5,4,6,2,2,2,2,2,4,40,200
656730115100207552,6567,30,11,5,100207,5,5,4,6,2,2,2,2,2,4,40,200
656738111100207551,6567,38,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656738112100207552,6567,38,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656748111100207551,6567,48,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656748112100207552,6567,48,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656748113100207553,6567,48,11,3,100207,5,5,4,6,2,2,2,2,2,4,40,200
656748114100207553,6567,48,11,4,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771111100207552,6567,71,11,1,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771112100207552,6567,71,11,2,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771113100207553,6567,71,11,3,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771114100207554,6567,71,11,4,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771115100207552,6567,71,11,5,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771116100207552,6567,71,11,6,100207,5,5,4,6,2,2,2,2,2,4,40,200
656771117100207557,6567,71,11,7,100207,5,5,4,6,2,2,2,2,2,4,40,200
656945111100702571,6569,45,11,1,100702,5,7,4,6,2,1,1,2,2,4,40,200
656945112100702572,6569,45,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
656945113100702572,6569,45,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
656947111100702571,6569,47,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
656947112100702572,6569,47,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
656947113100702573,6569,47,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
656947114100702574,6569,47,11,4,100702,5,7,4,6,2,2,2,2,2,4,40,200
656947115100702572,6569,47,11,5,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569126111100702571,6569,126,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569126112100702572,6569,126,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569126113100702573,6569,126,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569126114100702574,6569,126,11,4,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569126115100702573,6569,126,11,5,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569127111100702571,6569,127,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569127112100702572,6569,127,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569127113100702573,6569,127,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569127114100702572,6569,127,11,4,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569127115100702572,6569,127,11,5,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569134111100702571,6569,134,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569134112100702571,6569,134,11,2,100702,5,7,4,6,2,2,2,2,1,4,40,200
6569134113100702573,6569,134,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569138111100702571,6569,138,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569138112100702572,6569,138,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569138113100702572,6569,138,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569138114100702572,6569,138,11,4,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569138115100702572,6569,138,11,5,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569139111100702571,6569,139,11,1,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569139112100702572,6569,139,11,2,100702,5,7,4,6,2,2,2,2,2,4,40,200
6569139113100702573,6569,139,11,3,100702,5,7,4,6,2,2,2,2,2,4,40,200
657169111100402571,6571,69,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
657169112100402572,6571,69,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
657171111100402571,6571,71,11,1,100402,5,7,4,6,2,2,2,1,2,4,40,200
657171112100402572,6571,71,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571153111100402571,6571,153,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571153112100402572,6571,153,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571159111100402571,6571,159,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571159112100402572,6571,159,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571159113100402573,6571,159,11,3,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571159114100402571,6571,159,11,4,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571160111100402571,6571,160,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571160112100402572,6571,160,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571160113100402573,6571,160,11,3,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571160114100402574,6571,160,11,4,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571174111100402571,6571,174,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571176111100402571,6571,176,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571176112100402572,6571,176,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571176113100402573,6571,176,11,3,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571176114100402574,6571,176,11,4,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571177111100402571,6571,177,11,1,100402,5,7,4,6,2,2,2,2,2,4,40,200
6571177112100402572,6571,177,11,2,100402,5,7,4,6,2,2,2,2,2,4,40,200
659735111100510571,6597,35,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735112100510572,6597,35,11,2,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735113100510574,6597,35,11,3,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735114100510574,6597,35,11,4,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735115100510572,6597,35,11,5,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735116100510576,6597,35,11,6,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735117100510577,6597,35,11,7,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735118100510578,6597,35,11,8,100510,5,7,4,6,2,2,2,2,2,4,40,200
659735119100510571,6597,35,11,9,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597351110100510571,6597,35,11,10,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597351111100510571,6597,35,11,11,100510,5,7,4,6,2,2,2,2,2,4,40,200
659736111100510571,6597,36,11,1,100510,5,7,4,6,2,2,2,1,2,4,40,200
659738111100510571,6597,38,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597159111100510571,6597,159,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597159112100510572,6597,159,11,2,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597163111100510571,6597,163,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597163112100510572,6597,163,11,2,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597163113100510572,6597,163,11,3,100510,5,7,4,6,2,2,2,2,1,4,40,200
6597163114100510572,6597,163,11,4,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597163115100510572,6597,163,11,5,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165111100510571,6597,165,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165112100510572,6597,165,11,2,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165113100510573,6597,165,11,3,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165114100510572,6597,165,11,4,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165115100510571,6597,165,11,5,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597165116100510572,6597,165,11,6,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597166111100510571,6597,166,11,1,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597166112100510572,6597,166,11,2,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597166113100510572,6597,166,11,3,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597166114100510572,6597,166,11,4,100510,5,7,4,6,2,2,2,2,2,4,40,200
6597166115100510572,6597,166,11,5,100510,5,7,4,6,2,2,2,2,2,4,40,200
66437111100904781,6643,7,11,1,100904,7,8,4,6,2,2,2,2,2,4,40,200
66439111100904781,6643,9,11,1,100904,7,8,4,6,2,2,2,2,2,4,40,200
66439112100904782,6643,9,11,2,100904,7,8,4,6,2,2,2,2,2,4,40,200
66439113100904783,6643,9,11,3,100904,7,8,4,6,2,2,2,2,2,4,40,200
664315111100904781,6643,15,11,1,100904,7,8,4,6,1,2,2,2,2,4,40,200
